iter	Passed	Remaining
407	5133	45195
408	5145	45179
409	5161	45193
410	5173	45174
411	5184	45154
412	5195	45124
413	5208	45113
414	5219	45090
415	5234	45094
416	5245	45074
417	5257	45056
418	5269	45038
419	5281	45018
420	5294	45013
421	5311	45031
422	5322	45008
423	5332	44976
424	5347	44981
425	5358	44955
426	5369	44930
427	5381	44913
428	5391	44882
429	5403	44858
430	5414	44838
431	5425	44814
432	5436	44782
433	5449	44776
434	5460	44750
435	5473	44745
436	5486	44731
437	5497	44709
438	5508	44683
439	5519	44660
440	5531	44643
441	5543	44623
442	5554	44602
443	5566	44581
444	5578	44564
445	5591	44556
446	5603	44536
447	5616	44534
448	5628	44514
449	5643	44518
450	5656	44508
451	5669	44499
452	5686	44522
453	5697	44501
454	5709	44483
455	5721	44464
456	5731	44433
457	5742	44412
458	5756	44408
459	5767	44386
460	5778	44361
461	5789	44338
462	5805	44351
463	5817	44336
464	5833	44350
465	5846	44335
466	5863	44360
467	5875	44345
468	5886	44321
469	5897	44294
470	5914	44311
471	5924	44283
472	5935	44256
473	5947	44240
474	5959	44227
475	5970	44203
476	5981	44180
477	5995	44177
478	6007	44159
479	6017	44131
480	6033	44137
481	6044	44119
482	6056	44100
483	6067	44080
484	6081	44073
485	6092	44054
486	6109	44069
487	6119	44043
488	6132	44032
489	6145	44019
490	6156	44000
491	6170	43993
492	6182	43977
493	6192	43950
494	6204	43933
495	6215	43906
496	6225	43880
497	6237	43863
498	6249	43847
499	6261	43827
500	6273	43814
501	6284	43789
502	6297	43781
503	6309	43765
504	6319	43739
505	6330	43714
506	6343	43703
507	6359	43717
508	6371	43698
509	6383	43681
510	6394	43663
511	6406	43643
512	6417	43621
513	6427	43595
514	6440	43581
515	6451	43557
516	6462	43536
517	6473	43516
518	6484	43490
519	6494	43463
520	6507	43452
521	6518	43433
522	6529	43409
523	6541	43395
524	6552	43369
525	6562	43343
526	6573	43322
527	6585	43305
528	6596	43282
529	6608	43269
530	6620	43250
531	6631	43229
532	6643	43216
533	6654	43194
534	6666	43178
535	6679	43165
536	6690	43148
537	6701	43122
538	6712	43101
539	6724	43087
540	6737	43077
541	6751	43072
542	6762	43053
543	6775	43041
544	6786	43021
545	6798	43005
546	6807	42975
547	6818	42953
548	6830	42937
549	6841	42914
550	6852	42894
551	6863	42870
552	6875	42857
553	6886	42833
554	6897	42814
555	6913	42824
556	6925	42811
557	6937	42792
558	6947	42768
559	6960	42755
560	6972	42743
561	6983	42721
562	6994	42696
563	7006	42682
564	7019	42678
565	7030	42657
566	7042	42637
567	7053	42618
568	7063	42593
569	7074	42568
570	7085	42549
571	7100	42553
572	7111	42530
573	7122	42509
574	7133	42488
575	7143	42463
576	7154	42445
577	7165	42425
578	7176	42401
579	7187	42380
580	7197	42357
581	7211	42351
582	7224	42341
583	7236	42327
584	7247	42306
585	7258	42289
586	7269	42268
587	7280	42244
588	7292	42230
589	7306	42228
590	7317	42210
591	7328	42187
592	7340	42173
593	7351	42152
594	7361	42127
595	7372	42109
596	7383	42086
597	7394	42066
598	7405	42048
599	7416	42028
600	7430	42022
601	7441	42004
602	7455	42000
603	7466	41982
604	7478	41963
605	7488	41942
606	7500	41926
607	7511	41908
608	7523	41889
609	7534	41870
610	7545	41854
611	7558	41840
612	7568	41819
613	7580	41803
614	7596	41811
615	7608	41796
616	7619	41778
617	7631	41760
618	7642	41742
619	7653	41721
620	7663	41697
621	7674	41678
622	7685	41659
623	7698	41652
624	7709	41630
625	7720	41609
626	7731	41590
627	7742	41571
628	7754	41557
629	7765	41539
630	7777	41524
631	7794	41537
632	7806	41524
633	7821	41525
634	7833	41511
635	7846	41502
636	7859	41491
637	7876	41504
638	7891	41505
639	7902	41488
640	7913	41468
641	7924	41450
642	7936	41437
643	7947	41417
644	7964	41428
645	7976	41412
646	7986	41387
647	7997	41368
648	8008	41348
649	8018	41326
650	8030	41312
651	8042	41296
652	8053	41280
653	8064	41261
654	8075	41242
655	8086	41223
656	8097	41203
657	8111	41196
658	8122	41181
659	8134	41167
660	8147	41158
661	8160	41150
662	8173	41141
663	8187	41133
664	8204	41143
665	8218	41140
666	8230	41128
667	8242	41114
668	8253	41094
669	8265	41078
670	8277	41065
671	8289	41050
672	8301	41039
673	8315	41036
674	8327	41021
675	8338	41003
676	8350	40987
677	8361	40970
678	8373	40956
679	8385	40940
680	8396	40921
681	8408	40907
682	8419	40891
683	8432	40882
684	8444	40864
685	8460	40873
686	8472	40855
687	8482	40836
688	8495	40826
689	8508	40813
690	8521	40807
691	8533	40794
692	8544	40773
693	8557	40762
694	8568	40748
695	8581	40736
696	8593	40721
697	8605	40711
698	8619	40706
699	8630	40687
700	8642	40674
701	8656	40668
702	8674	40682
703	8695	40711
704	8708	40700
705	8720	40685
706	8732	40673
707	8745	40664
708	8757	40650
709	8772	40648
710	8787	40651
711	8802	40649
712	8815	40639
713	8826	40621
714	8840	40615
715	8851	40596
716	8864	40590
717	8876	40573
718	8892	40580
719	8904	40566
720	8917	40554
721	8929	40539
722	8942	40530
723	8958	40538
724	8969	40519
725	8981	40502
726	8992	40483
727	9003	40464
728	9014	40447
729	9027	40437
730	9038	40419
731	9050	40405
732	9061	40388
733	9072	40370
734	9083	40348
735	9095	40336
736	9107	40323
737	9133	40369
738	9144	40353
739	9155	40332
740	9166	40314
741	9177	40297
742	9187	40275
743	9199	40261
744	9215	40264
745	9226	40247
746	9240	40238
747	9251	40222
748	9263	40208
749	9278	40206
750	9289	40188
751	9301	40173
752	9312	40157
753	9328	40159
754	9339	40140
755	9350	40124
756	9362	40108
757	9374	40093
758	9386	40080
759	9398	40068
760	9410	40052
761	9425	40053
762	9437	40037
763	9449	40025
764	9460	40008
765	9472	39990
766	9486	39986
767	9504	39999
768	9518	39990
769	9532	39987
770	9545	39976
771	9557	39964
772	9568	39946
773	9580	39932
774	9591	39913
775	9602	39894
776	9613	39878
777	9625	39860
778	9645	39881
779	9661	39884
780	9676	39882
781	9689	39873
782	9701	39861
783	9717	39859
784	9728	39843
785	9739	39827
786	9751	39810
787	9762	39792
788	9773	39774
789	9784	39755
790	9795	39738
791	9806	39721
792	9817	39701
793	9828	39687
794	9839	39668
795	9850	39650
796	9861	39630
797	9871	39611
798	9883	39595
799	9896	39584
800	9907	39569
801	9924	39576
802	9939	39572
803	9954	39568
804	9966	39558
805	9979	39548
806	9991	39531
807	10002	39514
808	10014	39499
809	10025	39484
810	10037	39469
811	10048	39449
812	10059	39432
813	10069	39412
814	10080	39393
815	10090	39373
816	10101	39356
817	10117	39356
818	10128	39338
819	10141	39330
820	10155	39324
821	10167	39308
822	10179	39296
823	10192	39287
824	10210	39293
825	10221	39275
826	10233	39263
827	10245	39249
828	10256	39231
829	10267	39214
830	10278	39196
831	10289	39179
832	10301	39166
833	10317	39167
834	10329	39151
835	10339	39132
836	10351	39119
837	10362	39100
838	10375	39091
839	10388	39079
840	10400	39065
841	10411	39049
842	10422	39033
843	10433	39015
844	10444	38997
845	10455	38979
846	10466	38962
847	10478	38948
848	10490	38933
849	10502	38921
850	10514	38908
851	10526	38894
852	10542	38893
853	10553	38875
854	10567	38872
855	10578	38853
856	10595	38858
857	10606	38841
858	10618	38825
859	10629	38809
860	10640	38793
861	10651	38776
862	10662	38758
863	10673	38741
864	10683	38721
865	10695	38704
866	10706	38690
867	10717	38671
868	10728	38653
869	10739	38637
870	10750	38619
871	10762	38605
872	10772	38586
873	10784	38571
874	10795	38556
875	10808	38543
876	10818	38523
877	10829	38506
878	10841	38493
879	10853	38479
880	10863	38460
881	10875	38444
882	10887	38431
883	10897	38411
884	10908	38394
885	10918	38375
886	10930	38359
887	10940	38341
888	10951	38324
889	10962	38307
890	10973	38291
891	10985	38275
892	10995	38258
893	11007	38241
894	11019	38230
895	11031	38216
896	11044	38205
897	11056	38192
898	11067	38175
899	11079	38161
900	11094	38161
901	11108	38154
902	11121	38142
903	11133	38128
904	11147	38123
905	11158	38106
906	11170	38094
907	11186	38094
908	11197	38077
909	11208	38060
910	11219	38043
911	11230	38025
912	11241	38008
913	11257	38010
914	11270	38000
915	11281	37982
916	11291	37963
917	11303	37948
918	11314	37931
919	11325	37914
920	11337	37902
921	11349	37887
922	11360	37872
923	11370	37853
924	11381	37835
925	11391	37815
926	11403	37801
927	11414	37785
928	11425	37768
929	11436	37753
930	11452	37753
931	11463	37737
932	11475	37721
933	11485	37702
934	11498	37692
935	11513	37688
936	11524	37673
937	11536	37660
938	11548	37647
939	11560	37632
940	11570	37614
941	11581	37597
942	11592	37580
943	11604	37568
944	11615	37551
945	11631	37548
946	11641	37531
947	11652	37513
948	11667	37512
949	11678	37495
950	11689	37477
951	11700	37459
952	11710	37441
953	11720	37422
954	11732	37407
955	11743	37392
956	11754	37375
957	11766	37361
958	11777	37346
959	11788	37331
960	11805	37332
961	11816	37316
962	11828	37302
963	11839	37286
964	11849	37268
965	11860	37251
966	11870	37232
967	11881	37215
968	11893	37201
969	11904	37187
970	11916	37173
971	11928	37160
972	11941	37149
973	11951	37131
974	11962	37115
975	11974	37100
976	11985	37086
977	11997	37071
978	12008	37055
979	12018	37037
980	12030	37024
981	12042	37008
982	12053	36995
983	12064	36978
984	12076	36965
985	12093	36968
986	12104	36950
987	12116	36937
988	12127	36922
989	12139	36909
990	12151	36896
991	12163	36881
992	12174	36867
993	12189	36864
994	12201	36848
995	12212	36832
996	12223	36816
997	12234	36802
998	12247	36791
999	12258	36776
1000	12271	36765
1001	12282	36750
1002	12294	36736
1003	12306	36722
1004	12322	36722
1005	12334	36708
1006	12344	36691
1007	12355	36674
1008	12366	36658
1009	12377	36641
1010	12388	36626
1011	12399	36611
1012	12410	36594
1013	12422	36581
1014	12433	36566
1015	12445	36551
1016	12456	36536
1017	12471	36532
1018	12487	36532
1019	12500	36520
1020	12512	36508
1021	12523	36493
1022	12534	36477
1023	12549	36472
1024	12563	36466
1025	12574	36449
1026	12588	36441
1027	12599	36425
1028	12610	36408
1029	12621	36395
1030	12633	36379
1031	12643	36363
1032	12655	36349
1033	12666	36333
1034	12677	36317
1035	12687	36300
1036	12698	36284
1037	12710	36269
1038	12721	36253
1039	12733	36242
1040	12751	36244
1041	12762	36229
1042	12772	36211
1043	12783	36195
1044	12794	36179
1045	12805	36163
1046	12817	36150
1047	12830	36140
1048	12842	36127
1049	12854	36116
1050	12867	36105
1051	12877	36087
1052	12888	36071
1053	12900	36059
1054	12911	36042
1055	12922	36027
1056	12934	36013
1057	12946	35999
1058	12958	35987
1059	12968	35970
1060	12980	35957
1061	12992	35944
1062	13003	35928
1063	13015	35914
1064	13031	35911
1065	13046	35907
1066	13058	35894
1067	13075	35896
1068	13091	35895
1069	13104	35884
1070	13120	35881
1071	13130	35865
1072	13142	35851
1073	13154	35837
1074	13164	35819
1075	13175	35805
1076	13187	35790
1077	13201	35784
1078	13213	35771
1079	13225	35758
1080	13237	35745
1081	13248	35729
1082	13258	35712
1083	13269	35694
1084	13280	35680
1085	13296	35677
1086	13307	35662
1087	13318	35647
1088	13330	35633
1089	13340	35614
1090	13350	35596
1091	13360	35579
1092	13371	35562
1093	13383	35550
1094	13395	35537
1095	13405	35520
1096	13416	35503
1097	13426	35486
1098	13437	35470
1099	13448	35455
1100	13460	35442
1101	13471	35425
1102	13481	35409
1103	13498	35408
1104	13513	35403
1105	13524	35388
1106	13535	35373
1107	13546	35357
1108	13557	35341
1109	13568	35325
1110	13578	35308
1111	13590	35295
1112	13601	35280
1113	13612	35264
1114	13624	35252
1115	13638	35244
1116	13649	35229
1117	13665	35227
1118	13676	35212
1119	13687	35196
1120	13698	35180
1121	13709	35166
1122	13726	35164
1123	13737	35149
1124	13747	35133
1125	13759	35119
1126	13770	35104
1127	13782	35090
1128	13792	35074
1129	13803	35058
1130	13814	35042
1131	13825	35028
1132	13836	35013
1133	13848	34999
1134	13859	34984
1135	13870	34970
1136	13881	34955
1137	13893	34941
1138	13904	34925
1139	13915	34911
1140	13926	34896
1141	13938	34882
1142	13950	34871
1143	13961	34855
1144	13977	34852
1145	13988	34836
1146	13998	34820
1147	14010	34806
1148	14021	34791
1149	14032	34776
1150	14044	34763
1151	14059	34757
1152	14070	34742
1153	14081	34727
1154	14092	34711
1155	14104	34699
1156	14116	34688
1157	14130	34680
1158	14142	34666
1159	14152	34648
1160	14164	34635
1161	14175	34620
1162	14186	34605
1163	14197	34591
1164	14207	34574
1165	14219	34560
1166	14230	34546
1167	14242	34533
1168	14254	34519
1169	14267	34510
1170	14279	34497
1171	14290	34482
1172	14303	34471
1173	14317	34463
1174	14328	34448
1175	14339	34434
1176	14351	34421
1177	14362	34406
1178	14373	34391
1179	14384	34377
1180	14396	34362
1181	14406	34346
1182	14417	34332
1183	14428	34316
1184	14439	34302
1185	14451	34287
1186	14462	34273
1187	14473	34257
1188	14483	34242
1189	14495	34228
1190	14506	34213
1191	14516	34196
1192	14527	34181
1193	14538	34166
1194	14549	34151
1195	14560	34136
1196	14573	34126
1197	14590	34125
1198	14601	34110
1199	14612	34095
1200	14628	34093
1201	14640	34079
1202	14651	34064
1203	14662	34050
1204	14673	34035
1205	14684	34021
1206	14695	34006
1207	14707	33993
1208	14719	33980
1209	14730	33966
1210	14741	33950
1211	14758	33948
1212	14770	33936
1213	14782	33925
1214	14795	33914
1215	14807	33900
1216	14818	33886
1217	14830	33874
1218	14841	33859
1219	14852	33844
1220	14863	33829
1221	14874	33813
1222	14886	33802
1223	14897	33787
1224	14909	33773
1225	14919	33757
1226	14930	33742
1227	14942	33730
1228	14959	33728
1229	14975	33725
1230	14988	33714
1231	14999	33700
1232	15011	33687
1233	15021	33670
1234	15032	33656
1235	15044	33642
1236	15055	33629
1237	15072	33627
1238	15083	33612
1239	15095	33599
1240	15110	33592
1241	15122	33580
1242	15134	33568
1243	15145	33553
1244	15157	33540
1245	15172	33535
1246	15183	33521
1247	15195	33508
1248	15207	33495
1249	15218	33481
1250	15230	33468
1251	15241	33453
1252	15252	33438
1253	15264	33425
1254	15278	33417
1255	15294	33413
1256	15305	33399
1257	15318	33388
1258	15330	33376
1259	15344	33367
1260	15355	33354
1261	15367	33341
1262	15379	33328
1263	15390	33313
1264	15402	33301
1265	15413	33286
1266	15426	33275
1267	15442	33272
1268	15454	33260
1269	15466	33247
1270	15477	33232
1271	15489	33218
1272	15500	33205
1273	15512	33191
1274	15524	33179
1275	15536	33167
1276	15548	33154
1277	15563	33148
1278	15574	33133
1279	15585	33118
1280	15595	33103
1281	15607	33089
1282	15619	33077
1283	15630	33061
1284	15641	33047
1285	15653	33034
1286	15664	33019
1287	15675	33005
1288	15685	32990
1289	15701	32985
1290	15713	32973
1291	15725	32960
1292	15737	32947
1293	15750	32936
1294	15761	32922
1295	15777	32919
1296	15789	32904
1297	15800	32892
1298	15811	32876
1299	15823	32863
1300	15834	32849
1301	15847	32839
1302	15862	32832
1303	15874	32820
1304	15887	32809
1305	15898	32794
1306	15908	32779
1307	15919	32764
1308	15931	32751
1309	15943	32738
1310	15955	32725
1311	15967	32714
1312	15983	32710
1313	15994	32695
1314	16007	32685
1315	16023	32679
1316	16034	32666
1317	16045	32650
1318	16056	32635
1319	16066	32619
1320	16077	32606
1321	16091	32596
1322	16102	32582
1323	16113	32567
1324	16124	32553
1325	16140	32549
1326	16150	32532
1327	16160	32516
1328	16171	32500
1329	16182	32485
1330	16194	32474
1331	16205	32459
1332	16217	32447
1333	16229	32433
1334	16241	32421
1335	16255	32413
1336	16266	32398
1337	16282	32393
1338	16292	32378
1339	16304	32365
1340	16314	32350
1341	16325	32335
1342	16336	32320
1343	16347	32306
1344	16358	32290
1345	16369	32276
1346	16380	32263
1347	16393	32251
1348	16407	32243
1349	16421	32235
1350	16436	32228
1351	16447	32214
1352	16459	32202
1353	16470	32186
1354	16481	32172
1355	16492	32158
1356	16504	32146
1357	16519	32139
1358	16530	32124
1359	16542	32111
1360	16553	32096
1361	16563	32081
1362	16576	32069
1363	16587	32055
1364	16597	32040
1365	16608	32026
1366	16620	32012
1367	16630	31996
1368	16641	31981
1369	16652	31968
1370	16663	31953
1371	16674	31939
1372	16685	31925
1373	16696	31910
1374	16708	31897
1375	16720	31886
1376	16733	31875
1377	16745	31862
1378	16759	31853
1379	16769	31838
1380	16780	31823
1381	16797	31820
1382	16808	31805
1383	16820	31793
1384	16831	31779
1385	16842	31765
1386	16853	31749
1387	16866	31739
1388	16877	31725
1389	16888	31711
1390	16899	31696
1391	16910	31682
1392	16921	31669
1393	16933	31655
1394	16944	31642
1395	16955	31628
1396	16967	31614
1397	16978	31601
1398	16989	31586
1399	17000	31571
1400	17014	31563
1401	17025	31549
1402	17037	31536
1403	17048	31522
1404	17063	31515
1405	17074	31502
1406	17091	31497
1407	17102	31483
1408	17113	31469
1409	17125	31457
1410	17136	31442
1411	17147	31429
1412	17158	31415
1413	17169	31400
1414	17181	31388
1415	17194	31377
1416	17209	31371
1417	17221	31357
1418	17233	31345
1419	17244	31331
1420	17256	31318
1421	17268	31306
1422	17280	31293
1423	17292	31282
1424	17303	31267
1425	17315	31254
1426	17327	31242
1427	17338	31227
1428	17350	31215
1429	17365	31210
1430	17381	31204
1431	17394	31193
1432	17405	31179
1433	17416	31164
1434	17427	31150
1435	17440	31140
1436	17452	31128
1437	17464	31116
1438	17477	31105
1439	17490	31093
1440	17508	31092
1441	17520	31080
1442	17532	31067
1443	17548	31061
1444	17559	31047
1445	17572	31036
1446	17584	31024
1447	17594	31009
1448	17607	30998
1449	17618	30983
1450	17629	30970
1451	17640	30955
1452	17652	30943
1453	17662	30927
1454	17673	30912
1455	17684	30898
1456	17696	30887
1457	17709	30875
1458	17720	30861
1459	17732	30849
1460	17745	30838
1461	17756	30825
1462	17767	30810
1463	17779	30798
1464	17790	30784
1465	17801	30769
1466	17811	30755
1467	17822	30740
1468	17834	30727
1469	17849	30720
1470	17859	30704
1471	17869	30689
1472	17882	30677
1473	17895	30666
1474	17908	30656
1475	17919	30642
1476	17930	30629
1477	17944	30618
1478	17956	30607
1479	17967	30593
1480	17978	30579
1481	17991	30568
1482	18002	30554
1483	18013	30539
1484	18024	30527
1485	18036	30513
1486	18047	30500
1487	18059	30488
1488	18072	30476
1489	18084	30464
1490	18096	30451
1491	18107	30438
1492	18119	30426
1493	18130	30411
1494	18141	30397
1495	18153	30384
1496	18168	30378
1497	18180	30365
1498	18191	30351
1499	18202	30337
1500	18213	30323
1501	18224	30309
1502	18236	30296
1503	18249	30285
1504	18259	30271
1505	18270	30256
1506	18281	30243
1507	18294	30231
1508	18305	30217
1509	18316	30204
1510	18327	30190
1511	18339	30177
1512	18351	30164
1513	18367	30159
1514	18383	30153
1515	18394	30140
1516	18406	30127
1517	18417	30113
1518	18429	30101
1519	18444	30094
1520	18456	30080
1521	18469	30071
1522	18482	30059
1523	18494	30047
1524	18505	30034
1525	18521	30027
1526	18535	30017
1527	18548	30007
1528	18560	29995
1529	18572	29983
1530	18585	29971
1531	18597	29959
1532	18609	29947
1533	18626	29942
1534	18638	29930
1535	18649	29916
1536	18662	29906
1537	18674	29894
1538	18685	29879
1539	18697	29867
1540	18710	29856
1541	18725	29848
1542	18735	29834
1543	18747	29820
1544	18758	29807
1545	18769	29793
1546	18780	29779
1547	18793	29767
1548	18804	29753
1549	18815	29741
1550	18830	29732
1551	18841	29719
1552	18852	29704
1553	18863	29691
1554	18875	29678
1555	18887	29666
1556	18898	29653
1557	18910	29639
1558	18922	29627
1559	18932	29613
1560	18943	29598
1561	18954	29584
1562	18966	29571
1563	18977	29557
1564	18988	29544
1565	18999	29530
1566	19010	29516
1567	19021	29503
1568	19032	29489
1569	19043	29474
1570	19055	29463
1571	19066	29449
1572	19078	29436
1573	19089	29422
1574	19101	29410
1575	19118	29404
1576	19129	29391
1577	19141	29379
1578	19154	29368
1579	19165	29354
1580	19176	29340
1581	19188	29328
1582	19199	29314
1583	19210	29301
1584	19222	29288
1585	19234	29276
1586	19245	29262
1587	19257	29249
1588	19268	29235
1589	19279	29221
1590	19292	29212
1591	19308	29206
1592	19320	29192
1593	19331	29179
1594	19342	29165
1595	19354	29153
1596	19368	29143
1597	19380	29131
1598	19392	29119
1599	19403	29105
1600	19414	29091
1601	19426	29079
1602	19440	29069
1603	19450	29054
1604	19461	29040
1605	19472	29026
1606	19483	29012
1607	19494	28999
1608	19505	28985
1609	19517	28972
1610	19527	28958
1611	19539	28945
1612	19549	28930
1613	19561	28917
1614	19573	28905
1615	19585	28893
1616	19596	28879
1617	19609	28868
1618	19621	28856
1619	19632	28842
1620	19643	28828
1621	19658	28820
1622	19671	28810
1623	19689	28807
1624	19700	28793
1625	19712	28780
1626	19725	28769
1627	19736	28755
1628	19747	28742
1629	19761	28733
1630	19774	28721
1631	19784	28707
1632	19796	28694
1633	19807	28681
1634	19819	28668
1635	19831	28656
1636	19842	28642
1637	19855	28631
1638	19866	28618
1639	19878	28605
1640	19891	28595
1641	19905	28584
1642	19915	28570
1643	19927	28558
1644	19939	28545
1645	19949	28530
1646	19960	28516
1647	19970	28502
1648	19982	28488
1649	19993	28475
1650	20005	28463
1651	20017	28451
1652	20030	28439
1653	20040	28425
1654	20051	28411
1655	20062	28398
1656	20074	28385
1657	20089	28376
1658	20104	28369
1659	20115	28355
1660	20126	28342
1661	20137	28328
1662	20151	28318
1663	20162	28304
1664	20172	28290
1665	20184	28277
1666	20195	28263
1667	20210	28255
1668	20221	28242
1669	20233	28230
