iter	Passed	Remaining
1670	20244	28216
1671	20255	28202
1672	20266	28188
1673	20277	28174
1674	20287	28160
1675	20299	28147
1676	20310	28134
1677	20324	28124
1678	20335	28111
1679	20346	28097
1680	20362	28090
1681	20374	28078
1682	20386	28066
1683	20398	28053
1684	20408	28039
1685	20421	28027
1686	20436	28020
1687	20451	28011
1688	20462	27997
1689	20473	27984
1690	20485	27971
1691	20497	27959
1692	20508	27946
1693	20521	27935
1694	20533	27922
1695	20545	27910
1696	20562	27905
1697	20574	27892
1698	20585	27879
1699	20596	27865
1700	20607	27852
1701	20623	27845
1702	20637	27836
1703	20651	27825
1704	20664	27815
1705	20677	27804
1706	20689	27792
1707	20702	27780
1708	20716	27770
1709	20729	27760
1710	20742	27749
1711	20753	27736
1712	20771	27731
1713	20786	27722
1714	20799	27712
1715	20811	27699
1716	20822	27686
1717	20833	27673
1718	20844	27659
1719	20855	27645
1720	20866	27632
1721	20877	27618
1722	20889	27606
1723	20900	27592
1724	20912	27579
1725	20928	27573
1726	20941	27561
1727	20952	27548
1728	20963	27535
1729	20974	27521
1730	20987	27510
1731	20998	27496
1732	21010	27484
1733	21027	27478
1734	21040	27468
1735	21052	27456
1736	21065	27444
1737	21081	27437
1738	21093	27425
1739	21105	27412
1740	21119	27403
1741	21131	27391
1742	21142	27377
1743	21153	27364
1744	21164	27350
1745	21175	27337
1746	21187	27324
1747	21199	27311
1748	21212	27301
1749	21223	27287
1750	21235	27274
1751	21248	27264
1752	21261	27253
1753	21272	27240
1754	21284	27227
1755	21296	27214
1756	21308	27201
1757	21320	27189
1758	21337	27183
1759	21347	27169
1760	21358	27156
1761	21371	27145
1762	21386	27136
1763	21398	27123
1764	21408	27108
1765	21418	27094
1766	21429	27080
1767	21440	27067
1768	21452	27054
1769	21463	27041
1770	21473	27027
1771	21485	27014
1772	21502	27008
1773	21513	26994
1774	21529	26987
1775	21540	26973
1776	21556	26966
1777	21572	26959
1778	21584	26947
1779	21595	26933
1780	21606	26920
1781	21617	26907
1782	21630	26896
1783	21641	26881
1784	21653	26869
1785	21669	26862
1786	21680	26848
1787	21691	26835
1788	21702	26822
1789	21714	26809
1790	21728	26799
1791	21742	26790
1792	21757	26781
1793	21772	26772
1794	21788	26765
1795	21800	26753
1796	21812	26740
1797	21824	26728
1798	21837	26717
1799	21850	26706
1800	21862	26693
1801	21875	26682
1802	21892	26676
1803	21905	26665
1804	21918	26654
1805	21930	26642
1806	21943	26630
1807	21956	26619
1808	21968	26606
1809	21980	26594
1810	21993	26583
1811	22007	26574
1812	22019	26561
1813	22031	26549
1814	22044	26538
1815	22055	26525
1816	22067	26512
1817	22080	26500
1818	22093	26490
1819	22106	26479
1820	22125	26475
1821	22137	26462
1822	22149	26450
1823	22161	26438
1824	22171	26424
1825	22184	26412
1826	22202	26407
1827	22214	26394
1828	22226	26382
1829	22237	26369
1830	22249	26357
1831	22261	26344
1832	22273	26332
1833	22285	26319
1834	22297	26307
1835	22308	26294
1836	22322	26283
1837	22332	26269
1838	22344	26256
1839	22355	26242
1840	22367	26230
1841	22379	26218
1842	22392	26207
1843	22408	26199
1844	22419	26186
1845	22432	26174
1846	22449	26168
1847	22460	26155
1848	22470	26141
1849	22481	26127
1850	22493	26114
1851	22506	26103
1852	22517	26090
1853	22535	26084
1854	22547	26072
1855	22557	26058
1856	22569	26045
1857	22582	26033
1858	22595	26023
1859	22606	26009
1860	22618	25997
1861	22630	25985
1862	22641	25971
1863	22652	25958
1864	22663	25945
1865	22675	25932
1866	22687	25919
1867	22699	25907
1868	22710	25894
1869	22724	25884
1870	22741	25877
1871	22752	25864
1872	22763	25850
1873	22774	25836
1874	22785	25823
1875	22797	25811
1876	22810	25799
1877	22822	25787
1878	22834	25775
1879	22845	25762
1880	22857	25749
1881	22873	25742
1882	22883	25727
1883	22895	25715
1884	22907	25702
1885	22919	25690
1886	22930	25677
1887	22942	25664
1888	22953	25651
1889	22967	25640
1890	22978	25627
1891	22990	25615
1892	23002	25603
1893	23014	25590
1894	23025	25577
1895	23036	25563
1896	23047	25550
1897	23058	25537
1898	23071	25525
1899	23082	25512
1900	23093	25498
1901	23105	25486
1902	23118	25475
1903	23130	25462
1904	23142	25450
1905	23153	25437
1906	23165	25425
1907	23178	25413
1908	23190	25401
1909	23201	25387
1910	23211	25373
1911	23222	25360
1912	23236	25349
1913	23247	25336
1914	23258	25322
1915	23269	25309
1916	23280	25296
1917	23291	25283
1918	23303	25270
1919	23314	25257
1920	23325	25243
1921	23337	25231
1922	23350	25220
1923	23361	25207
1924	23374	25196
1925	23389	25186
1926	23401	25174
1927	23412	25161
1928	23423	25148
1929	23435	25135
1930	23446	25122
1931	23461	25113
1932	23472	25099
1933	23484	25087
1934	23495	25073
1935	23506	25060
1936	23518	25048
1937	23530	25035
1938	23541	25022
1939	23554	25011
1940	23565	24998
1941	23577	24985
1942	23589	24973
1943	23600	24960
1944	23611	24947
1945	23623	24934
1946	23634	24921
1947	23644	24907
1948	23659	24897
1949	23672	24886
1950	23684	24874
1951	23696	24861
1952	23708	24849
1953	23719	24835
1954	23730	24822
1955	23741	24810
1956	23753	24797
1957	23766	24785
1958	23777	24773
1959	23789	24760
1960	23802	24748
1961	23813	24736
1962	23825	24724
1963	23839	24713
1964	23851	24701
1965	23866	24692
1966	23878	24680
1967	23891	24668
1968	23903	24656
1969	23915	24643
1970	23925	24629
1971	23937	24617
1972	23955	24610
1973	23966	24597
1974	23977	24584
1975	23988	24571
1976	23999	24558
1977	24011	24545
1978	24022	24532
1979	24039	24524
1980	24050	24512
1981	24063	24500
1982	24074	24487
1983	24087	24475
1984	24099	24463
1985	24111	24451
1986	24123	24439
1987	24135	24426
1988	24148	24415
1989	24160	24403
1990	24172	24391
1991	24184	24378
1992	24197	24366
1993	24209	24355
1994	24222	24344
1995	24234	24331
1996	24245	24318
1997	24257	24305
1998	24268	24292
1999	24279	24279
2000	24291	24267
2001	24302	24254
2002	24317	24244
2003	24333	24236
2004	24346	24225
2005	24360	24214
2006	24371	24201
2007	24382	24188
2008	24394	24175
2009	24405	24162
2010	24420	24153
2011	24431	24139
2012	24442	24126
2013	24454	24114
2014	24465	24101
2015	24476	24087
2016	24487	24074
2017	24499	24062
2018	24516	24054
2019	24528	24042
2020	24539	24029
2021	24551	24017
2022	24563	24005
2023	24575	23992
2024	24586	23979
2025	24598	23967
2026	24613	23958
2027	24624	23944
2028	24641	23937
2029	24652	23924
2030	24664	23911
2031	24675	23898
2032	24687	23885
2033	24699	23873
2034	24712	23862
2035	24724	23850
2036	24740	23841
2037	24751	23828
2038	24763	23815
2039	24775	23804
2040	24790	23794
2041	24803	23783
2042	24822	23777
2043	24834	23765
2044	24846	23752
2045	24862	23744
2046	24880	23737
2047	24891	23724
2048	24908	23717
2049	24921	23705
2050	24932	23692
2051	24944	23680
2052	24957	23668
2053	24968	23656
2054	24980	23643
2055	24992	23631
2056	25004	23618
2057	25017	23607
2058	25030	23596
2059	25046	23587
2060	25058	23574
2061	25070	23563
2062	25083	23551
2063	25095	23539
2064	25108	23527
2065	25120	23515
2066	25131	23502
2067	25143	23489
2068	25155	23477
2069	25168	23465
2070	25180	23454
2071	25193	23442
2072	25205	23430
2073	25216	23417
2074	25227	23404
2075	25240	23392
2076	25256	23384
2077	25269	23372
2078	25280	23359
2079	25293	23347
2080	25309	23339
2081	25321	23327
2082	25338	23318
2083	25354	23310
2084	25365	23297
2085	25377	23284
2086	25388	23271
2087	25399	23258
2088	25412	23246
2089	25425	23235
2090	25436	23222
2091	25446	23208
2092	25458	23196
2093	25470	23183
2094	25483	23172
2095	25494	23159
2096	25505	23145
2097	25516	23133
2098	25530	23122
2099	25542	23109
2100	25553	23096
2101	25567	23085
2102	25582	23076
2103	25597	23066
2104	25608	23053
2105	25620	23041
2106	25631	23028
2107	25645	23017
2108	25661	23008
2109	25672	22995
2110	25686	22984
2111	25697	22971
2112	25714	22964
2113	25726	22951
2114	25739	22940
2115	25752	22928
2116	25762	22914
2117	25774	22902
2118	25786	22889
2119	25797	22876
2120	25808	22863
2121	25820	22851
2122	25832	22839
2123	25844	22826
2124	25855	22813
2125	25868	22801
2126	25879	22789
2127	25892	22777
2128	25904	22765
2129	25922	22757
2130	25936	22747
2131	25948	22735
2132	25959	22722
2133	25971	22710
2134	25983	22697
2135	25995	22685
2136	26007	22672
2137	26019	22660
2138	26033	22649
2139	26048	22639
2140	26061	22628
2141	26074	22617
2142	26086	22604
2143	26098	22592
2144	26109	22579
2145	26120	22566
2146	26133	22554
2147	26144	22541
2148	26156	22529
2149	26168	22517
2150	26185	22509
2151	26196	22495
2152	26207	22482
2153	26219	22470
2154	26230	22457
2155	26241	22444
2156	26254	22432
2157	26267	22421
2158	26280	22410
2159	26292	22397
2160	26308	22388
2161	26320	22375
2162	26331	22362
2163	26342	22349
2164	26356	22339
2165	26369	22327
2166	26382	22316
2167	26393	22303
2168	26405	22290
2169	26417	22277
2170	26428	22265
2171	26440	22252
2172	26451	22239
2173	26463	22227
2174	26475	22215
2175	26486	22201
2176	26497	22188
2177	26508	22175
2178	26519	22162
2179	26533	22151
2180	26548	22142
2181	26560	22129
2182	26572	22117
2183	26584	22105
2184	26596	22092
2185	26608	22080
2186	26619	22066
2187	26630	22053
2188	26642	22041
2189	26654	22029
2190	26665	22016
2191	26677	22003
2192	26692	21994
2193	26704	21981
2194	26716	21969
2195	26727	21956
2196	26739	21944
2197	26752	21932
2198	26770	21924
2199	26781	21912
2200	26793	21899
2201	26807	21888
2202	26821	21878
2203	26833	21866
2204	26845	21853
2205	26857	21841
2206	26868	21828
2207	26879	21815
2208	26892	21803
2209	26903	21790
2210	26915	21777
2211	26926	21765
2212	26938	21753
2213	26951	21741
2214	26963	21728
2215	26973	21715
2216	26986	21703
2217	26998	21691
2218	27010	21679
2219	27021	21665
2220	27032	21652
2221	27043	21639
2222	27054	21626
2223	27065	21613
2224	27077	21601
2225	27088	21588
2226	27100	21575
2227	27112	21563
2228	27126	21552
2229	27138	21540
2230	27150	21528
2231	27162	21515
2232	27174	21503
2233	27185	21490
2234	27195	21476
2235	27206	21463
2236	27218	21451
2237	27229	21438
2238	27240	21425
2239	27251	21412
2240	27264	21400
2241	27277	21388
2242	27289	21376
2243	27301	21364
2244	27313	21352
2245	27326	21340
2246	27337	21327
2247	27348	21314
2248	27359	21301
2249	27370	21288
2250	27382	21275
2251	27394	21263
2252	27406	21251
2253	27422	21241
2254	27436	21231
2255	27448	21219
2256	27461	21207
2257	27477	21198
2258	27488	21185
2259	27500	21172
2260	27512	21160
2261	27525	21149
2262	27537	21136
2263	27549	21124
2264	27559	21111
2265	27570	21097
2266	27581	21084
2267	27593	21072
2268	27605	21060
2269	27617	21047
2270	27629	21035
2271	27641	21022
2272	27652	21010
2273	27664	20997
2274	27681	20989
2275	27693	20977
2276	27710	20968
2277	27723	20956
2278	27733	20943
2279	27745	20931
2280	27758	20918
2281	27770	20907
2282	27782	20894
2283	27797	20884
2284	27809	20872
2285	27821	20859
2286	27831	20846
2287	27842	20833
2288	27854	20820
2289	27866	20808
2290	27880	20797
2291	27893	20786
2292	27906	20774
2293	27921	20764
2294	27934	20752
2295	27950	20743
2296	27964	20732
2297	27976	20720
2298	27987	20707
2299	27998	20694
2300	28009	20681
2301	28021	20668
2302	28034	20657
2303	28046	20645
2304	28060	20634
2305	28072	20621
2306	28083	20609
2307	28094	20596
2308	28105	20583
2309	28117	20570
2310	28129	20558
2311	28141	20545
2312	28154	20534
2313	28170	20525
2314	28181	20512
2315	28193	20500
2316	28205	20487
2317	28217	20475
2318	28228	20462
2319	28239	20449
2320	28251	20437
2321	28262	20424
2322	28274	20411
2323	28285	20398
2324	28297	20386
2325	28310	20374
2326	28324	20364
2327	28338	20352
2328	28352	20341
2329	28366	20331
2330	28377	20318
2331	28388	20305
2332	28399	20292
2333	28412	20280
2334	28422	20266
2335	28433	20253
2336	28444	20241
2337	28456	20228
2338	28466	20215
2339	28479	20203
2340	28489	20189
2341	28501	20177
2342	28513	20164
2343	28528	20155
2344	28541	20143
2345	28557	20134
2346	28574	20125
2347	28585	20112
2348	28596	20099
2349	28608	20086
2350	28620	20074
2351	28632	20061
2352	28643	20049
2353	28654	20036
2354	28665	20023
2355	28677	20010
2356	28688	19997
2357	28699	19984
2358	28711	19972
2359	28723	19960
2360	28735	19948
2361	28747	19935
2362	28760	19924
2363	28772	19911
2364	28784	19899
2365	28798	19888
2366	28810	19876
2367	28821	19863
2368	28834	19851
2369	28846	19839
2370	28860	19828
2371	28871	19815
2372	28883	19803
2373	28894	19790
2374	28905	19777
2375	28920	19767
2376	28932	19754
2377	28944	19742
2378	28957	19730
2379	28969	19718
2380	28980	19706
2381	28993	19694
2382	29004	19681
2383	29015	19668
2384	29027	19655
2385	29038	19643
2386	29050	19630
2387	29066	19621
2388	29081	19611
2389	29092	19598
2390	29104	19585
2391	29116	19573
2392	29128	19561
2393	29140	19548
2394	29151	19535
2395	29162	19523
2396	29173	19510
2397	29184	19496
2398	29195	19484
2399	29207	19471
2400	29218	19458
2401	29235	19449
2402	29249	19438
2403	29261	19426
2404	29273	19414
2405	29285	19401
2406	29297	19389
2407	29309	19377
2408	29322	19365
2409	29334	19353
2410	29346	19341
2411	29357	19328
2412	29371	19317
2413	29383	19304
2414	29394	19292
2415	29406	19279
2416	29418	19267
2417	29429	19254
2418	29440	19241
2419	29451	19228
2420	29462	19215
2421	29474	19203
2422	29487	19191
2423	29498	19179
2424	29509	19166
2425	29520	19153
2426	29531	19140
2427	29543	19127
2428	29554	19114
2429	29565	19102
2430	29578	19090
2431	29592	19079
2432	29607	19069
2433	29624	19059
2434	29635	19047
2435	29647	19034
2436	29659	19022
2437	29673	19011
2438	29684	18998
2439	29696	18986
2440	29707	18973
2441	29719	18960
2442	29730	18948
2443	29742	18935
2444	29753	18923
2445	29764	18910
2446	29776	18897
2447	29787	18884
2448	29798	18871
2449	29809	18859
2450	29821	18846
2451	29832	18834
2452	29844	18821
2453	29856	18809
2454	29868	18796
2455	29879	18784
2456	29891	18771
2457	29902	18759
2458	29914	18746
2459	29925	18733
2460	29937	18721
2461	29949	18709
2462	29960	18696
2463	29972	18684
2464	29985	18672
2465	29998	18660
2466	30015	18651
2467	30026	18638
2468	30038	18626
2469	30049	18613
2470	30061	18601
2471	30077	18591
2472	30088	18578
2473	30101	18566
2474	30113	18554
2475	30124	18541
2476	30136	18529
2477	30147	18516
2478	30159	18504
2479	30170	18491
2480	30183	18480
2481	30199	18470
2482	30213	18459
2483	30224	18446
2484	30235	18433
2485	30247	18420
2486	30264	18411
2487	30277	18400
2488	30292	18389
2489	30306	18378
2490	30317	18365
2491	30329	18353
2492	30345	18343
2493	30360	18333
2494	30376	18323
2495	30388	18311
2496	30400	18298
2497	30412	18286
2498	30423	18273
2499	30434	18260
2500	30445	18247
2501	30457	18235
2502	30471	18224
2503	30483	18212
2504	30495	18199
2505	30508	18188
2506	30520	18175
2507	30533	18164
2508	30543	18150
2509	30554	18138
2510	30569	18127
2511	30580	18114
2512	30592	18102
2513	30605	18090
2514	30615	18077
2515	30626	18064
2516	30638	18051
2517	30650	18039
2518	30662	18027
2519	30675	18015
2520	30687	18003
2521	30700	17991
2522	30712	17979
2523	30724	17967
2524	30736	17955
2525	30748	17942
2526	30760	17930
2527	30774	17919
2528	30789	17909
2529	30801	17896
2530	30816	17885
2531	30828	17873
2532	30840	17861
2533	30854	17850
2534	30865	17837
2535	30876	17824
2536	30891	17814
2537	30904	17802
2538	30915	17789
2539	30925	17776
2540	30938	17764
2541	30951	17752
2542	30962	17740
2543	30975	17728
2544	30990	17717
2545	31003	17705
2546	31015	17693
2547	31027	17681
2548	31044	17671
2549	31054	17658
2550	31066	17646
2551	31078	17633
2552	31088	17620
2553	31100	17608
2554	31111	17595
2555	31124	17583
2556	31135	17570
2557	31148	17559
2558	31161	17547
2559	31173	17535
2560	31185	17522
2561	31200	17511
2562	31211	17499
2563	31222	17486
2564	31234	17474
2565	31246	17461
2566	31257	17449
2567	31268	17436
2568	31280	17424
2569	31295	17413
2570	31311	17403
2571	31323	17391
2572	31334	17378
2573	31346	17366
2574	31363	17356
2575	31375	17344
2576	31388	17332
2577	31400	17320
2578	31412	17308
2579	31424	17295
2580	31436	17283
2581	31448	17271
2582	31460	17258
2583	31472	17246
2584	31484	17234
2585	31497	17222
2586	31512	17211
2587	31523	17199
2588	31538	17188
2589	31550	17175
2590	31563	17164
2591	31576	17152
2592	31588	17140
2593	31599	17127
2594	31610	17115
2595	31622	17102
2596	31635	17090
2597	31646	17078
2598	31658	17065
2599	31669	17052
2600	31686	17043
2601	31702	17032
2602	31715	17021
2603	31726	17008
2604	31740	16997
2605	31757	16987
2606	31768	16974
2607	31780	16962
2608	31791	16949
2609	31803	16937
2610	31814	16924
2611	31825	16912
2612	31837	16899
2613	31849	16887
2614	31859	16874
2615	31871	16861
2616	31884	16850
2617	31896	16837
2618	31907	16825
2619	31918	16812
2620	31929	16799
2621	31941	16786
2622	31954	16775
2623	31967	16763
2624	31979	16751
2625	31990	16738
2626	32001	16725
2627	32012	16712
2628	32024	16700
2629	32036	16688
2630	32047	16675
2631	32059	16663
2632	32070	16650
2633	32082	16638
2634	32094	16625
2635	32105	16613
2636	32117	16600
2637	32128	16588
2638	32140	16575
2639	32151	16562
2640	32162	16549
2641	32173	16537
2642	32184	16524
2643	32197	16512
2644	32208	16500
2645	32219	16487
2646	32232	16475
2647	32245	16463
2648	32256	16450
2649	32269	16439
2650	32286	16429
2651	32297	16416
2652	32308	16403
2653	32319	16391
2654	32331	16378
2655	32342	16366
2656	32354	16353
2657	32366	16341
2658	32377	16328
2659	32388	16316
2660	32402	16304
2661	32413	16291
2662	32425	16279
2663	32437	16267
2664	32448	16254
2665	32460	16242
2666	32472	16230
2667	32484	16217
2668	32500	16207
2669	32512	16195
2670	32524	16182
2671	32536	16170
2672	32548	16158
2673	32561	16146
2674	32574	16134
2675	32586	16122
2676	32598	16110
2677	32610	16098
2678	32621	16085
2679	32632	16072
2680	32644	16060
2681	32660	16050
2682	32672	16037
2683	32683	16025
2684	32694	16012
2685	32706	16000
2686	32722	15989
2687	32733	15977
2688	32744	15964
2689	32762	15954
2690	32777	15944
2691	32792	15933
2692	32806	15922
2693	32820	15910
2694	32831	15898
2695	32843	15885
2696	32860	15875
2697	32871	15863
2698	32883	15850
2699	32900	15841
2700	32917	15831
2701	32930	15819
2702	32943	15807
2703	32955	15795
2704	32969	15783
2705	32980	15771
2706	32992	15758
2707	33003	15745
2708	33014	15733
2709	33026	15721
2710	33037	15708
2711	33051	15696
2712	33062	15684
2713	33073	15671
2714	33085	15659
2715	33099	15648
2716	33111	15635
2717	33122	15622
2718	33134	15610
2719	33145	15597
2720	33157	15585
2721	33170	15573
2722	33182	15561
2723	33194	15549
2724	33208	15537
2725	33219	15524
2726	33230	15512
2727	33242	15500
2728	33256	15488
2729	33272	15478
2730	33283	15465
2731	33294	15452
2732	33306	15440
2733	33317	15427
2734	33329	15415
2735	33341	15403
2736	33353	15391
2737	33366	15379
2738	33377	15366
2739	33390	15354
2740	33402	15342
2741	33420	15332
2742	33432	15320
2743	33446	15309
2744	33457	15296
2745	33468	15284
2746	33480	15271
2747	33491	15258
2748	33503	15246
2749	33514	15233
2750	33530	15223
2751	33541	15210
2752	33553	15198
2753	33567	15186
2754	33579	15174
2755	33591	15162
2756	33605	15151
2757	33618	15139
2758	33630	15127
2759	33642	15114
2760	33654	15102
2761	33666	15090
2762	33677	15077
2763	33688	15064
2764	33700	15052
2765	33712	15040
2766	33724	15027
2767	33736	15015
2768	33747	15002
2769	33758	14990
2770	33769	14977
2771	33782	14965
2772	33798	14955
2773	33812	14943
2774	33823	14931
2775	33834	14918
2776	33846	14906
2777	33862	14895
2778	33872	14882
2779	33883	14869
2780	33899	14859
2781	33911	14846
2782	33928	14836
2783	33939	14824
2784	33951	14811
2785	33962	14799
2786	33974	14786
2787	33989	14776
2788	34001	14763
2789	34013	14751
2790	34025	14738
2791	34036	14726
2792	34048	14714
2793	34060	14701
2794	34071	14689
2795	34082	14676
2796	34094	14664
2797	34105	14651
2798	34117	14639
2799	34129	14626
2800	34141	14614
2801	34155	14603
2802	34167	14590
2803	34179	14578
2804	34195	14568
2805	34208	14556
2806	34220	14544
2807	34233	14531
2808	34245	14520
2809	34258	14508
2810	34269	14495
2811	34280	14482
2812	34293	14470
2813	34304	14458
2814	34315	14445
2815	34327	14432
2816	34344	14422
2817	34357	14411
2818	34375	14401
2819	34388	14389
2820	34399	14376
2821	34410	14364
2822	34422	14351
2823	34433	14339
2824	34445	14326
2825	34456	14314
2826	34468	14302
2827	34480	14289
2828	34492	14277
2829	34503	14264
2830	34513	14251
2831	34524	14239
2832	34536	14226
2833	34550	14215
2834	34561	14202
2835	34573	14190
2836	34584	14177
2837	34595	14164
2838	34607	14152
2839	34619	14140
2840	34632	14128
2841	34643	14115
2842	34657	14104
2843	34669	14092
2844	34682	14080
2845	34695	14068
2846	34708	14056
2847	34720	14044
2848	34733	14032
2849	34745	14020
2850	34757	14007
2851	34769	13995
2852	34781	13983
2853	34793	13971
2854	34806	13959
2855	34817	13946
2856	34830	13934
2857	34842	13922
2858	34853	13909
2859	34866	13897
2860	34877	13885
2861	34888	13872
2862	34900	13860
2863	34911	13847
2864	34922	13835
2865	34935	13822
2866	34947	13810
2867	34958	13798
2868	34970	13785
2869	34987	13775
2870	34999	13763
2871	35010	13750
2872	35026	13739
2873	35038	13727
2874	35050	13715
2875	35067	13704
2876	35078	13692
2877	35090	13679
2878	35101	13667
2879	35113	13655
2880	35126	13643
2881	35137	13630
2882	35148	13618
2883	35159	13605
2884	35171	13593
2885	35188	13582
2886	35200	13570
2887	35215	13559
2888	35232	13549
2889	35244	13536
2890	35257	13524
2891	35268	13512
2892	35279	13499
2893	35289	13486
2894	35300	13474
2895	35311	13461
2896	35323	13448
2897	35334	13436
2898	35346	13424
2899	35358	13411
2900	35369	13399
2901	35382	13387
2902	35394	13375
2903	35405	13362
2904	35417	13350
2905	35429	13337
2906	35444	13326
2907	35455	13314
2908	35466	13301
2909	35477	13288
2910	35488	13276
2911	35501	13264
2912	35517	13253
2913	35533	13242
2914	35548	13231
2915	35564	13220
2916	35577	13209
2917	35589	13196
2918	35601	13184
2919	35613	13172
2920	35624	13159
2921	35636	13147
2922	35647	13134
2923	35658	13122
2924	35670	13109
2925	35681	13097
2926	35692	13084
2927	35703	13071
2928	35714	13059
2929	35725	13046
2930	35737	13034
2931	35753	13023
2932	35765	13011
2933	35777	12998
2934	35788	12986
2935	35800	12974
2936	35812	12961
2937	35824	12949
2938	35836	12937
2939	35853	12926
2940	35866	12914
2941	35882	12904
2942	35894	12891
2943	35905	12879
2944	35916	12866
2945	35930	12854
2946	35942	12842
2947	35953	12830
2948	35964	12817
2949	35976	12805
2950	35988	12793
2951	36005	12782
2952	36016	12769
2953	36027	12757
2954	36038	12744
2955	36050	12732
2956	36061	12719
2957	36073	12707
2958	36087	12696
2959	36099	12683
2960	36110	12671
2961	36121	12658
2962	36133	12646
2963	36145	12633
2964	36157	12621
2965	36170	12609
2966	36182	12597
2967	36194	12585
2968	36205	12572
2969	36217	12560
2970	36228	12547
2971	36239	12534
2972	36251	12522
2973	36263	12510
2974	36274	12498
2975	36285	12485
2976	36297	12472
2977	36309	12460
2978	36319	12447
2979	36331	12435
2980	36343	12423
2981	36354	12410
2982	36367	12398
2983	36379	12386
2984	36390	12374
2985	36402	12361
2986	36413	12349
2987	36425	12336
2988	36436	12324
2989	36450	12312
2990	36462	12300
2991	36473	12287
2992	36484	12275
2993	36496	12263
2994	36510	12251
2995	36522	12239
2996	36538	12228
2997	36549	12215
2998	36561	12203
2999	36572	12190
3000	36583	12178
3001	36603	12168
3002	36620	12158
3003	36632	12145
3004	36643	12133
3005	36660	12122
3006	36671	12109
3007	36683	12097
3008	36694	12085
3009	36705	12072
3010	36717	12060
3011	36727	12047
3012	36738	12034
3013	36750	12022
3014	36761	12010
3015	36773	11997
3016	36785	11985
3017	36798	11973
3018	36809	11960
3019	36821	11948
3020	36833	11936
3021	36845	11924
3022	36857	11911
3023	36869	11899
3024	36880	11886
3025	36892	11874
3026	36903	11862
3027	36916	11850
3028	36929	11838
3029	36940	11825
3030	36953	11813
3031	36968	11802
3032	36979	11790
3033	36993	11778
3034	37004	11765
3035	37015	11753
3036	37025	11740
3037	37036	11727
3038	37046	11715
3039	37057	11702
3040	37068	11689
3041	37079	11677
3042	37090	11664
3043	37100	11651
3044	37111	11639
3045	37122	11626
3046	37134	11614
3047	37146	11602
3048	37159	11590
3049	37171	11577
3050	37182	11565
3051	37193	11553
3052	37204	11540
3053	37216	11528
3054	37228	11515
3055	37239	11503
3056	37250	11490
3057	37262	11478
3058	37273	11466
3059	37285	11453
3060	37296	11441
3061	37308	11428
3062	37322	11417
3063	37332	11404
3064	37343	11392
3065	37356	11379
3066	37366	11367
3067	37377	11354
3068	37389	11342
3069	37401	11330
3070	37412	11317
3071	37423	11305
3072	37434	11292
3073	37445	11280
3074	37456	11267
3075	37467	11254
3076	37478	11242
3077	37489	11229
3078	37499	11217
3079	37510	11204
3080	37522	11192
3081	37533	11179
3082	37545	11167
3083	37557	11155
3084	37574	11144
3085	37588	11132
3086	37600	11120
3087	37611	11108
3088	37623	11095
3089	37633	11083
3090	37644	11070
3091	37657	11058
3092	37669	11046
3093	37681	11034
3094	37692	11021
3095	37703	11008
3096	37714	10996
3097	37726	10984
3098	37741	10972
3099	37753	10960
3100	37765	10948
3101	37777	10936
3102	37792	10924
3103	37804	10912
3104	37815	10900
3105	37826	10887
3106	37837	10875
3107	37850	10863
3108	37861	10850
3109	37878	10839
3110	37890	10827
3111	37902	10815
3112	37914	10802
3113	37926	10790
3114	37940	10779
3115	37956	10768
3116	37968	10756
3117	37981	10743
3118	37992	10731
3119	38004	10719
3120	38015	10706
3121	38026	10694
3122	38042	10683
3123	38054	10670
3124	38066	10658
3125	38077	10646
3126	38087	10633
3127	38099	10620
3128	38110	10608
3129	38121	10596
3130	38133	10583
3131	38147	10572
3132	38159	10560
3133	38176	10549
3134	38188	10536
3135	38198	10524
3136	38209	10511
3137	38221	10499
3138	38237	10488
3139	38249	10475
3140	38260	10463
3141	38272	10451
3142	38283	10438
3143	38295	10426
3144	38311	10415
3145	38325	10403
3146	38343	10392
3147	38353	10380
3148	38364	10367
3149	38375	10355
3150	38386	10342
3151	38397	10330
3152	38410	10318
3153	38427	10307
3154	38439	10295
3155	38456	10284
3156	38466	10271
3157	38477	10258
3158	38488	10246
3159	38500	10234
3160	38513	10222
3161	38524	10209
3162	38535	10197
3163	38547	10185
3164	38558	10172
3165	38570	10160
3166	38582	10148
3167	38594	10135
3168	38605	10123
3169	38617	10111
3170	38628	10098
3171	38644	10087
3172	38654	10074
3173	38665	10062
3174	38676	10049
3175	38686	10037
3176	38698	10024
3177	38709	10012
3178	38725	10001
3179	38737	9988
3180	38748	9976
3181	38759	9963
3182	38770	9951
3183	38781	9938
3184	38793	9926
3185	38806	9914
3186	38818	9902
3187	38828	9889
3188	38839	9877
3189	38850	9864
3190	38862	9852
3191	38872	9840
3192	38885	9828
3193	38897	9815
3194	38909	9803
3195	38922	9791
3196	38933	9779
3197	38945	9766
3198	38955	9754
3199	38965	9741
3200	38976	9728
3201	38991	9717
3202	39005	9705
3203	39017	9693
3204	39029	9681
3205	39041	9669
3206	39056	9657
3207	39067	9645
3208	39079	9632
3209	39090	9620
3210	39102	9608
3211	39113	9595
3212	39125	9583
3213	39136	9571
3214	39147	9558
3215	39160	9546
3216	39170	9533
3217	39181	9521
3218	39193	9509
3219	39205	9496
3220	39216	9484
3221	39228	9472
3222	39239	9459
3223	39251	9447
