iter	MultiClass
1508	0.3769816406
1509	0.3768675
1510	0.3767958594
1511	0.3767417969
1512	0.37666375
1513	0.3765694922
1514	0.376501875
1515	0.3764039453
1516	0.3762935937
1517	0.3761782422
1518	0.3761273047
1519	0.3760517187
1520	0.3759778516
1521	0.3759194141
1522	0.3757878906
1523	0.3757291016
1524	0.3756398047
1525	0.3755742578
1526	0.3754748828
1527	0.3754055859
1528	0.3753006641
1529	0.3752686719
1530	0.375244375
1531	0.3750975391
1532	0.3749717969
1533	0.3748322266
1534	0.3747355859
1535	0.3746764062
1536	0.3746506641
1537	0.3746164062
1538	0.3745864453
1539	0.3743335938
1540	0.3742355469
1541	0.3741585937
1542	0.3741141016
1543	0.3740542188
1544	0.3740303906
1545	0.3738764063
1546	0.3738560938
1547	0.3738180078
1548	0.3737122266
1549	0.3736335156
1550	0.3735407422
1551	0.3734861719
1552	0.3734344141
1553	0.3733530469
1554	0.3732907812
1555	0.3732212891
1556	0.3731477344
1557	0.3730938672
1558	0.3730276953
1559	0.3729601953
1560	0.3728976172
1561	0.3728670312
1562	0.3728038281
1563	0.3727499219
1564	0.3726619531
1565	0.3726194531
1566	0.3725680859
1567	0.3724860938
1568	0.3723914063
1569	0.3723104688
1570	0.3722327344
1571	0.3721838281
1572	0.3721351953
1573	0.3720941016
1574	0.3719897266
1575	0.3718355469
1576	0.3717487891
1577	0.3717007813
1578	0.3715728516
1579	0.3715291797
1580	0.3714679687
1581	0.3713834766
1582	0.3712971875
1583	0.3712335547
1584	0.3711467969
1585	0.3710863281
1586	0.3709782812
1587	0.3709575391
1588	0.3708996484
1589	0.3708680469
1590	0.3707671875
1591	0.3707110937
1592	0.370653125
1593	0.370585
1594	0.3705496875
1595	0.3704249609
1596	0.3702828125
1597	0.3701979687
1598	0.3701432031
1599	0.3700855469
1600	0.3700294531
1601	0.3699209375
1602	0.3698244141
1603	0.3697799219
1604	0.3697399219
1605	0.3696641797
1606	0.3695862109
1607	0.3695305469
1608	0.3694655859
1609	0.3693642578
1610	0.3692956641
1611	0.3692002734
1612	0.3691436719
1613	0.3690651563
1614	0.3689709766
1615	0.3688965625
1616	0.3688445312
1617	0.3687317969
1618	0.3686825
1619	0.3686521094
1620	0.3686242188
1621	0.368590625
1622	0.3685210937
1623	0.3684588672
1624	0.3684078125
1625	0.3683405469
1626	0.3682503516
1627	0.3681950391
1628	0.3681644531
1629	0.3680821875
1630	0.3679936719
1631	0.3679589844
1632	0.3679129297
1633	0.3678005859
1634	0.3677281641
1635	0.3676472266
1636	0.3675767187
1637	0.3675249609
1638	0.3674230078
1639	0.3673209766
1640	0.3672752344
1641	0.3672171875
1642	0.3671647656
1643	0.367090625
1644	0.3670328516
1645	0.3670023047
1646	0.3669746094
1647	0.3669285937
1648	0.3668652734
1649	0.3667667578
1650	0.3667162891
1651	0.3666528906
1652	0.3665570312
1653	0.3664783594
1654	0.3664037109
1655	0.3662948437
1656	0.3662211719
1657	0.3661664453
1658	0.3661161719
1659	0.3660759766
1660	0.3660421094
1661	0.3659983203
1662	0.3659331641
1663	0.3658588672
1664	0.3658232813
1665	0.3657054687
1666	0.3656426562
1667	0.3655070703
1668	0.3654532031
1669	0.3653676563
1670	0.3653185937
1671	0.3652531641
1672	0.3652166016
1673	0.3651629687
1674	0.3651287109
1675	0.3650436328
1676	0.3649962109
1677	0.3649528125
1678	0.3648977734
1679	0.3647377734
1680	0.3645980859
1681	0.3645047656
1682	0.3643338281
1683	0.3642141016
1684	0.3641625391
1685	0.3641071094
1686	0.3640658594
1687	0.3639976563
1688	0.3639654297
1689	0.36391875
1690	0.3638705469
1691	0.3638087891
1692	0.3637173047
1693	0.3636122656
1694	0.36354625
1695	0.3633969922
1696	0.3633338281
1697	0.3632707031
1698	0.3632188281
1699	0.3631607813
1700	0.3630927734
1701	0.3629868359
1702	0.3629216406
1703	0.3628267969
1704	0.3627521094
1705	0.3626910938
1706	0.3626274609
1707	0.3625183203
1708	0.3624246094
1709	0.3623427344
1710	0.3623053906
1711	0.3622614844
1712	0.3622135938
1713	0.3621158203
1714	0.3620671484
1715	0.3619683203
1716	0.3618969141
1717	0.3618443359
1718	0.3617757812
1719	0.3617451953
1720	0.3616645312
1721	0.3616114453
1722	0.3615783203
1723	0.3615522266
1724	0.3614929297
1725	0.3614478906
1726	0.3613673047
1727	0.3612909766
1728	0.3612467578
1729	0.3611791406
1730	0.3610894922
1731	0.3610449219
1732	0.3609432031
1733	0.3608151172
1734	0.3607232422
1735	0.3606592969
1736	0.3605447266
1737	0.360510625
1738	0.3604883984
1739	0.3603970312
1740	0.3603588281
1741	0.3602916406
1742	0.3602378516
1743	0.360195
1744	0.3601351172
1745	0.3600666406
1746	0.3599751172
1747	0.3599087109
1748	0.3598459375
1749	0.3597569531
1750	0.3597215625
1751	0.3596608203
1752	0.3596116016
1753	0.3595748047
1754	0.3595133984
1755	0.3594592578
1756	0.3593706641
1757	0.3592511328
1758	0.3591664453
1759	0.3591042578
1760	0.35903875
1761	0.3589535156
1762	0.3588658984
1763	0.3587837109
1764	0.3587660547
1765	0.3587295703
1766	0.3586390234
1767	0.3585728516
1768	0.3585139453
1769	0.3584434766
1770	0.3584042188
1771	0.3583106641
1772	0.3582178906
1773	0.3581686328
1774	0.3581301562
1775	0.3580685156
1776	0.3579647656
1777	0.3579363281
1778	0.3578753906
1779	0.3578158594
1780	0.3577586328
1781	0.3576923437
1782	0.3576380078
1783	0.3576006641
1784	0.3575313281
1785	0.3574599219
1786	0.3573905078
1787	0.3573469531
1788	0.3573186328
1789	0.3571639844
1790	0.35710125
1791	0.3570586719
1792	0.3569719531
1793	0.3569212109
1794	0.3568101563
1795	0.3567440234
1796	0.3567215234
1797	0.3566731641
1798	0.3565849609
1799	0.3564982422
1800	0.3564474609
1801	0.3563705078
1802	0.3563476562
1803	0.3562736328
1804	0.3562201172
1805	0.3561504688
1806	0.3560901563
1807	0.3560309375
1808	0.3559580078
1809	0.355810625
1810	0.3557430469
1811	0.3557107031
1812	0.3556317969
1813	0.3555779687
1814	0.3555073047
1815	0.3554558594
1816	0.3553697656
1817	0.3552979297
1818	0.3552216016
1819	0.3551616406
1820	0.3550898047
1821	0.3550326953
1822	0.3549230469
1823	0.3548580078
1824	0.3548190234
1825	0.3547674219
1826	0.3546747266
1827	0.3546105859
1828	0.3545608203
1829	0.3544653906
1830	0.3543839062
1831	0.3543216406
1832	0.3542821484
1833	0.3542090234
1834	0.3541229687
1835	0.3540650391
1836	0.3540119922
1837	0.3539461719
1838	0.3539058203
1839	0.3538279297
1840	0.3537450391
1841	0.3536326172
1842	0.3535818359
1843	0.3535001172
1844	0.3534411328
1845	0.3533541797
1846	0.3532542969
1847	0.3531769922
1848	0.3531270703
1849	0.3530565234
1850	0.3529702734
1851	0.3529217578
1852	0.3528864063
1853	0.3526518359
1854	0.3524856641
1855	0.352415625
1856	0.3523353125
1857	0.3522444531
1858	0.3521554687
1859	0.3520784375
1860	0.3520342578
1861	0.3519731641
1862	0.3518913281
1863	0.3518524609
1864	0.3517805469
1865	0.3516908203
1866	0.3515892578
1867	0.3515109766
1868	0.3514462891
1869	0.3513881641
1870	0.3513292188
1871	0.3512930469
1872	0.3512581641
1873	0.3512240625
1874	0.3511549219
1875	0.3511226953
1876	0.3510480078
1877	0.3510008203
1878	0.3509461328
1879	0.3508857031
1880	0.3507661328
1881	0.3507146484
1882	0.3506992187
1883	0.3506278516
1884	0.3505884766
1885	0.3505092578
1886	0.350430625
1887	0.3503321875
1888	0.3502827734
1889	0.3502368359
1890	0.3501957031
1891	0.3501439453
1892	0.3500032813
1893	0.3499473437
1894	0.3498466016
1895	0.3497973047
1896	0.3497108203
1897	0.3496085547
1898	0.3495393359
1899	0.3494689844
1900	0.3494189453
1901	0.3493524219
1902	0.3492572266
1903	0.3491496875
1904	0.3491089844
1905	0.349055625
1906	0.3490222266
1907	0.3489300391
1908	0.3488689453
1909	0.3488132031
1910	0.3487541406
1911	0.3487096094
1912	0.3486586328
1913	0.3486165625
1914	0.3485835547
1915	0.3485337109
1916	0.3484659766
1917	0.3484207812
1918	0.3483716016
1919	0.3483115234
1920	0.3482660938
1921	0.3482122656
1922	0.3481660938
1923	0.348114375
1924	0.3480092969
1925	0.3479294531
1926	0.3478407813
1927	0.3477926562
1928	0.3476910156
1929	0.3475874219
1930	0.3475321875
1931	0.3474606641
1932	0.3473934375
1933	0.3473036719
1934	0.3472492578
1935	0.3471914453
1936	0.3471380469
1937	0.3470685156
1938	0.3469767969
1939	0.3469232812
1940	0.3468495313
1941	0.3467605078
1942	0.3466950391
1943	0.3466173047
1944	0.3465478125
1945	0.3464523438
1946	0.3464107813
1947	0.346375
1948	0.3462903125
1949	0.3462213281
1950	0.3461670703
1951	0.3460875
1952	0.3460170312
1953	0.3459567969
1954	0.3459133203
1955	0.3458128906
1956	0.3457797266
1957	0.3457067578
1958	0.3456411719
1959	0.3455739844
1960	0.3454740234
1961	0.3454373828
1962	0.3453675391
1963	0.34531625
1964	0.3452742969
1965	0.3452050781
1966	0.3451460547
1967	0.3450908203
1968	0.3450038281
1969	0.3449602734
1970	0.3449212891
1971	0.3448796484
1972	0.3447814453
1973	0.3447003516
1974	0.3446436328
1975	0.3445853125
1976	0.3445392578
1977	0.3444616406
1978	0.344394375
1979	0.3443298437
1980	0.3442934766
1981	0.3442071094
1982	0.3441625391
1983	0.3440737109
1984	0.3439640234
1985	0.3438614844
1986	0.3437372656
1987	0.3436807422
1988	0.3435734375
1989	0.3434858984
1990	0.3434280078
1991	0.3433691406
1992	0.3433233203
1993	0.3432599609
1994	0.3432316797
1995	0.3431735156
1996	0.3430811719
1997	0.3429239453
1998	0.3428832031
1999	0.3427985156
2000	0.3427551563
2001	0.3426808203
2002	0.3426473047
2003	0.3425846484
2004	0.3425544922
2005	0.3424826172
2006	0.34242375
2007	0.3423783594
2008	0.3422639063
2009	0.3421965625
2010	0.3421272656
2011	0.3420651563
2012	0.3419842969
2013	0.3418784375
2014	0.3418255078
2015	0.3417519141
2016	0.3416673438
2017	0.3416390625
2018	0.3415625391
2019	0.3415178906
2020	0.3414554297
2021	0.3413908984
2022	0.3413250781
2023	0.3412861328
2024	0.3412121094
2025	0.3411277344
2026	0.3410713672
2027	0.3410111328
2028	0.3409485937
2029	0.3408994922
2030	0.3408246875
2031	0.3407460547
2032	0.3406923438
2033	0.3406592578
2034	0.3405488281
2035	0.3405092188
2036	0.3404385938
2037	0.3404048047
2038	0.3403301953
2039	0.3403028125
2040	0.3402364844
2041	0.3401674609
2042	0.3400339844
2043	0.3399505078
2044	0.3399226563
2045	0.3398515625
2046	0.3397794141
2047	0.3396884375
2048	0.3396425
2049	0.3395604688
2050	0.3395056641
2051	0.3394614062
2052	0.3394280859
2053	0.3393737891
2054	0.3392914844
2055	0.3391511328
2056	0.3390913281
2057	0.3390185547
2058	0.3389681641
2059	0.3389300781
2060	0.33882875
2061	0.3387715234
2062	0.3387088672
2063	0.3386298047
2064	0.3385818359
2065	0.3385371875
2066	0.3384908984
2067	0.338416875
2068	0.3383786328
2069	0.338305625
2070	0.338243125
2071	0.3382046094
2072	0.3381271094
2073	0.338078125
2074	0.3379972656
2075	0.3379327734
2076	0.3378854687
2077	0.3378273047
2078	0.3378049219
2079	0.3377411328
2080	0.3376555078
2081	0.3375716797
2082	0.3374507812
2083	0.33740125
2084	0.3373354297
2085	0.3372611719
2086	0.3372189844
2087	0.3371701563
2088	0.3371146094
2089	0.3370190625
2090	0.3369385547
2091	0.3368945313
2092	0.3368565234
2093	0.3368244141
2094	0.3367867578
2095	0.3367500781
2096	0.3366694141
2097	0.3366352344
2098	0.3365803125
2099	0.336495625
2100	0.3364614453
2101	0.3364083203
2102	0.3363517969
2103	0.336285625
2104	0.3362440234
2105	0.3361927344
2106	0.336146875
2107	0.3360314062
2108	0.3359825
2109	0.3359505078
2110	0.3358766797
2111	0.3358442578
2112	0.3357673438
2113	0.3357016797
2114	0.3356309766
2115	0.3355942188
2116	0.3355578906
2117	0.3355093359
2118	0.3353904297
2119	0.3353203516
2120	0.3352817188
2121	0.3352214453
2122	0.3351206641
2123	0.3350817578
2124	0.3350060156
2125	0.3349207031
2126	0.3348362891
2127	0.3347903125
2128	0.3347580078
2129	0.3346541406
2130	0.334598125
2131	0.3345422656
2132	0.3343655078
2133	0.3343060156
2134	0.3342494141
2135	0.334205
2136	0.3341440625
2137	0.3340596484
2138	0.3340148438
2139	0.3339885547
2140	0.3339386719
2141	0.3338238281
2142	0.3337455078
2143	0.33365125
2144	0.333580625
2145	0.3334391797
2146	0.3333270313
2147	0.3332448438
2148	0.3331817969
2149	0.3330688281
2150	0.3330091016
2151	0.3329639844
2152	0.3328809766
2153	0.3327971094
2154	0.3327465625
2155	0.3326983984
2156	0.3326278906
2157	0.3325442578
2158	0.3324607031
2159	0.3323919922
2160	0.3323105469
2161	0.3322516406
2162	0.3322180078
2163	0.3321698438
2164	0.3321299219
2165	0.3320873047
2166	0.3320242187
2167	0.3319939063
2168	0.3318822266
2169	0.33184875
2170	0.33174375
2171	0.3316834375
2172	0.33160125
2173	0.3315541797
2174	0.3314925
2175	0.3314305078
2176	0.3314026953
2177	0.3313741016
2178	0.3312928906
2179	0.3312230469
2180	0.3311309375
2181	0.3310807422
2182	0.3309940234
2183	0.3309032422
2184	0.3308117578
2185	0.3307429687
2186	0.3307108203
2187	0.3306441797
2188	0.3305828516
2189	0.3304220313
2190	0.3303603516
2191	0.3303092578
2192	0.3302405469
2193	0.3301800781
2194	0.3301412109
2195	0.3300703906
2196	0.3299983203
2197	0.3298885938
2198	0.3298382031
2199	0.3297842969
2200	0.3297266406
2201	0.3296292578
2202	0.3295881641
2203	0.3295189844
2204	0.3294514453
2205	0.3294091797
2206	0.3293866406
2207	0.3293406641
2208	0.3292426562
2209	0.3292064063
2210	0.3291351172
2211	0.3290701172
2212	0.3289672656
2213	0.3289126953
2214	0.3288652734
2215	0.3288414063
2216	0.3287757422
2217	0.3287444141
2218	0.3287058984
2219	0.3286601172
2220	0.3285980859
2221	0.3285267578
2222	0.3284952734
2223	0.3284169141
2224	0.3283719141
2225	0.3282793359
2226	0.3282392188
2227	0.3281736719
2228	0.328108125
2229	0.3280533984
2230	0.3280153906
2231	0.3279533203
2232	0.3278923437
2233	0.3278459766
2234	0.3277807812
2235	0.3277457031
2236	0.3276767187
2237	0.3276482031
2238	0.3274974414
2239	0.3274526758
2240	0.3273802148
2241	0.3273222266
2242	0.327260918
2243	0.3272013867
2244	0.3271643359
2245	0.3270548633
2246	0.3269951172
2247	0.326920918
2248	0.3268722656
2249	0.3268182422
2250	0.3267484375
2251	0.326673418
2252	0.3266236133
2253	0.3265969336
2254	0.3265281641
2255	0.326485332
2256	0.3264108398
2257	0.3263214063
2258	0.3262966211
2259	0.3262458594
2260	0.3262096094
2261	0.3261305469
2262	0.3260889648
2263	0.3259983008
2264	0.3259770703
2265	0.3259306055
2266	0.3258450781
2267	0.3257495508
2268	0.3257014258
2269	0.3256290039
2270	0.3255692188
2271	0.3255094141
2272	0.3254399414
2273	0.3253754492
2274	0.3253074219
2275	0.3252242188
2276	0.3251793555
2277	0.325074375
2278	0.3250271875
2279	0.3249421289
2280	0.3248982227
2281	0.3248358789
2282	0.324769043
2283	0.3247255469
2284	0.3246660352
2285	0.3245658594
2286	0.3245173047
2287	0.3244375977
2288	0.3243911914
2289	0.3243374414
2290	0.3242721094
2291	0.3241985937
2292	0.3241672656
2293	0.3240965039
2294	0.3240356641
2295	0.3240025977
2296	0.3239504883
2297	0.3238878516
2298	0.3238326172
2299	0.3237521875
2300	0.3236966797
2301	0.3236277539
2302	0.323597793
2303	0.3235421875
2304	0.3234943359
2305	0.323426582
2306	0.3233391211
2307	0.3232626172
2308	0.3232086523
2309	0.3231404297
2310	0.3230994531
2311	0.32296875
2312	0.3228880859
2313	0.3227930664
2314	0.322697832
2315	0.3226419141
2316	0.3225732227
2317	0.3225369727
2318	0.3224922266
2319	0.3224511328
2320	0.3224164063
2321	0.3223549609
2322	0.3223239258
2323	0.3222849805
2324	0.322227832
2325	0.3221810937
2326	0.3221266016
2327	0.3220874609
2328	0.3220063477
2329	0.3219251172
2330	0.3218667969
2331	0.3218316602
2332	0.3217944141
2333	0.3217516797
2334	0.3217204687
2335	0.3216642578
2336	0.321594375
2337	0.3215298437
2338	0.3215057617
2339	0.3214320898
2340	0.3213824805
2341	0.3213169922
2342	0.3212333008
2343	0.3211891797
2344	0.3211124414
2345	0.3210679102
2346	0.3209974023
2347	0.3209619727
2348	0.3209099609
2349	0.320843457
2350	0.3207879102
2351	0.3207463672
2352	0.3206742578
2353	0.3206368945
2354	0.3205913281
2355	0.3205341992
2356	0.3204249805
2357	0.3203583203
2358	0.3202939258
2359	0.3202180859
2360	0.3201683789
2361	0.3200948438
2362	0.320038457
2363	0.3199855664
2364	0.3199328516
2365	0.3199042188
2366	0.3198300977
2367	0.3197869531
2368	0.3197477344
2369	0.3196964648
2370	0.3196646875
2371	0.3196228906
2372	0.3195504687
2373	0.3195127148
2374	0.3194667773
2375	0.3193980469
2376	0.3193532422
2377	0.3192880078
2378	0.3192112109
2379	0.3191807617
2380	0.3190925781
2381	0.3189904102
2382	0.318919668
2383	0.3188440625
2384	0.3187986523
2385	0.3187695898
2386	0.3187030859
2387	0.3186703711
2388	0.318649375
2389	0.3185881055
2390	0.3185506641
2391	0.3184957227
2392	0.3183744727
2393	0.318301582
2394	0.3182699609
2395	0.318210957
2396	0.3181587891
2397	0.3181310742
2398	0.3180844727
2399	0.3180284766
2400	0.3179662109
2401	0.3178681836
2402	0.3178127148
2403	0.3177614062
2404	0.3176953711
2405	0.3176285156
2406	0.3175953125
2407	0.3175619727
2408	0.3175129883
2409	0.3174439648
2410	0.3173921875
2411	0.3173364648
2412	0.3172468555
2413	0.3171545898
2414	0.3170824609
2415	0.3170304883
2416	0.3169948242
2417	0.3169381445
2418	0.3168991211
2419	0.3168322852
2420	0.316730957
2421	0.3166782031
2422	0.316623418
2423	0.3165279492
2424	0.3164997852
2425	0.3164663672
2426	0.316402793
2427	0.316340918
2428	0.3162726953
2429	0.3162283984
2430	0.3162056836
2431	0.3161558789
2432	0.316084668
2433	0.3160497852
2434	0.3159562109
2435	0.3159273828
2436	0.3158348242
2437	0.3157995117
2438	0.3157595703
2439	0.3156876367
2440	0.3156535938
2441	0.3155518555
2442	0.3155256641
2443	0.3154732227
2444	0.3154345898
2445	0.3154047461
2446	0.3153558398
2447	0.3152864844
2448	0.3152347852
2449	0.3151973828
2450	0.3151606836
2451	0.3151360547
2452	0.3150860352
2453	0.3150288086
2454	0.3149862305
2455	0.3149195898
2456	0.3148569922
2457	0.3148292383
2458	0.3147582617
2459	0.3146511523
2460	0.3145891797
2461	0.3145622852
2462	0.3145098828
2463	0.3144626172
2464	0.3144200781
2465	0.3143372656
2466	0.3142423633
2467	0.3141773633
2468	0.3141068555
2469	0.3140735937
2470	0.3140033789
2471	0.3139681836
2472	0.3139456055
2473	0.3138947461
2474	0.3138335547
2475	0.3137969531
2476	0.3137169922
2477	0.3136469922
2478	0.3136091797
2479	0.3135264648
2480	0.3134561523
2481	0.3134055273
2482	0.3133266992
2483	0.3133050977
2484	0.3132546484
2485	0.3132098437
2486	0.3131464648
2487	0.3130830859
2488	0.313032793
2489	0.3129864453
2490	0.3129591016
2491	0.3128785937
2492	0.3128187891
2493	0.3127340625
2494	0.3126800391
2495	0.3126411523
2496	0.3126001562
2497	0.3125560547
2498	0.3125354687
2499	0.312433457
2500	0.3123945703
2501	0.312360957
2502	0.3123048633
2503	0.3122794531
2504	0.312196582
2505	0.3121492969
2506	0.3121026172
2507	0.3119689648
2508	0.3119417187
2509	0.311905
2510	0.3118783789
2511	0.31181625
2512	0.3117700977
2513	0.3117074023
2514	0.3116772656
2515	0.3116442773
2516	0.311559043
2517	0.3115146875
2518	0.3114477539
2519	0.3113899414
2520	0.3113457227
2521	0.3112850586
2522	0.3112585937
2523	0.3111741406
2524	0.3111174219
2525	0.3110562109
2526	0.3109937891
2527	0.3109358789
2528	0.3108063281
2529	0.3107586328
2530	0.3106758984
2531	0.3105903711
2532	0.310532168
2533	0.310481543
2534	0.3104611719
2535	0.3103933398
2536	0.3103594922
2537	0.3103125586
2538	0.3102813086
2539	0.3102472656
2540	0.3102004297
2541	0.3101594727
2542	0.3101348633
2543	0.309980625
2544	0.3099254102
2545	0.309828418
2546	0.3097801758
2547	0.309724668
2548	0.309672168
2549	0.3096233789
2550	0.3095857813
2551	0.3094844336
2552	0.3094081055
2553	0.3093583594
2554	0.3092920898
2555	0.3092366602
2556	0.3091500586
2557	0.3091112305
2558	0.3090761523
2559	0.3090024609
2560	0.3089353125
2561	0.3088818164
2562	0.3088392578
2563	0.308811875
2564	0.3087544531
2565	0.3086428711
2566	0.3085393164
2567	0.3084749414
2568	0.3083948828
2569	0.3083506445
2570	0.3083118945
2571	0.3082730859
2572	0.308205293
2573	0.3081680469
2574	0.308122207
2575	0.3080940039
2576	0.3080366992
2577	0.3079932227
2578	0.3079364648
2579	0.3078833594
2580	0.3078439648
2581	0.3078253125
2582	0.3077927344
2583	0.3077742969
2584	0.3077204687
2585	0.3076964062
2586	0.3076514258
2587	0.307593457
2588	0.3075412695
2589	0.3074602539
2590	0.3074272461
2591	0.3073734375
2592	0.3073281836
2593	0.3072973242
2594	0.3072670117
2595	0.3071969141
2596	0.3071348437
2597	0.3070735156
2598	0.3070112305
2599	0.3069874414
2600	0.3069450781
2601	0.3069169141
2602	0.3068539062
2603	0.3068272656
2604	0.3067800391
2605	0.3067471289
2606	0.3066897266
2607	0.3066414258
2608	0.3066036523
2609	0.3065103906
2610	0.3064757813
2611	0.3064404297
2612	0.3064036133
2613	0.3063221484
2614	0.3062796094
2615	0.3062221484
2616	0.3061676172
2617	0.3060873633
2618	0.3060535352
2619	0.306016875
2620	0.3059728125
2621	0.3059361719
2622	0.3058585547
2623	0.3057934766
2624	0.3056944336
2625	0.3056276172
2626	0.3055683789
2627	0.3055055078
2628	0.3054311328
2629	0.3053425391
2630	0.3052929102
2631	0.3052366016
2632	0.3052269141
2633	0.3051675977
2634	0.305118125
2635	0.3050606641
2636	0.3050313867
2637	0.3050005273
2638	0.3049580469
2639	0.3049353711
2640	0.3048811328
2641	0.3048374805
2642	0.3047883398
2643	0.3047487891
2644	0.304719043
2645	0.3046812305
2646	0.3046413477
2647	0.3045816992
2648	0.3045120703
2649	0.3044165234
2650	0.3043884961
2651	0.3043574023
2652	0.3042884766
2653	0.3042436133
2654	0.3041852344
2655	0.3041370313
2656	0.3040752539
2657	0.304011875
2658	0.3039704688
2659	0.3039403711
2660	0.3038560742
2661	0.3037963086
2662	0.3037496289
2663	0.3037013281
2664	0.3036732227
2665	0.3036340234
2666	0.3035593359
2667	0.3035108008
2668	0.3034605859
2669	0.3034095508
2670	0.3033493359
2671	0.3033141797
2672	0.3032445898
2673	0.3032218164
2674	0.3031939062
2675	0.3031203906
2676	0.3030614258
2677	0.3029999023
2678	0.3029342773
2679	0.3029012109
2680	0.3028490234
2681	0.3027967578
2682	0.302737168
2683	0.3026230664
2684	0.3025520313
2685	0.3025197852
2686	0.3024863281
2687	0.3024507813
2688	0.3024083008
2689	0.3023741602
2690	0.302291543
2691	0.3021799219
2692	0.3021376172
2693	0.3020778125
2694	0.3020509766
2695	0.3019829883
2696	0.3019500391
2697	0.3019091992
2698	0.3017796875
2699	0.3017140625
2700	0.3016470117
2701	0.3015547852
2702	0.3014970898
2703	0.3014526953
2704	0.3013655469
2705	0.3013245703
2706	0.3012933398
2707	0.3012266602
2708	0.30117875
2709	0.3011367187
2710	0.3011020898
2711	0.3010472656
2712	0.3009824023
2713	0.3009458008
2714	0.3008964844
2715	0.3008442188
2716	0.3007776953
2717	0.3007448047
2718	0.3006885742
2719	0.3006511719
2720	0.300626875
2721	0.3005653125
2722	0.3004826562
2723	0.3004249023
2724	0.3003776367
2725	0.3003533984
2726	0.3003051953
2727	0.3002442383
2728	0.3001783398
2729	0.3000971289
2730	0.3000587695
2731	0.3000177539
2732	0.2999332422
2733	0.2998772852
2734	0.299837168
2735	0.299770918
2736	0.2997363867
2737	0.2996767383
2738	0.299642207
2739	0.2995871094
2740	0.2995199609
2741	0.2994530859
2742	0.2994260156
2743	0.2993738672
2744	0.2993347266
2745	0.2992941016
2746	0.2992567773
2747	0.2992022852
2748	0.2991319141
2749	0.2991036523
2750	0.2990257422
2751	0.2989833203
2752	0.2989386133
2753	0.2988920313
2754	0.2988307227
2755	0.2987764648
2756	0.2987106836
2757	0.2986767188
2758	0.2985840625
2759	0.29852625
2760	0.2984755078
2761	0.2984428125
2762	0.2984199414
2763	0.2983691992
2764	0.2983217188
2765	0.2982658594
2766	0.2981845898
2767	0.2981263867
2768	0.2980540234
2769	0.2980376758
2770	0.2979848828
2771	0.2979446484
2772	0.2978883398
2773	0.2978230078
2774	0.2977624219
2775	0.2977341211
2776	0.2976941016
2777	0.2976717187
2778	0.297647832
2779	0.2975756445
2780	0.2975449219
2781	0.2974504687
2782	0.2973668555
2783	0.2973044727
2784	0.2972322266
2785	0.2971956641
2786	0.2971556641
2787	0.2971405664
2788	0.2970792187
2789	0.2970333008
2790	0.2969928711
2791	0.2969548633
2792	0.296886582
2793	0.2968273828
2794	0.2967930273
2795	0.2966907812
2796	0.2965894727
2797	0.2965471484
2798	0.2964642578
2799	0.2964285547
2800	0.2963954297
2801	0.296345625
2802	0.2962937305
2803	0.2962624609
2804	0.2962286133
2805	0.2961736328
2806	0.2960660156
2807	0.2960249219
2808	0.2959624609
2809	0.2958971875
2810	0.2958827734
2811	0.2958499219
2812	0.2957945898
2813	0.2957457617
2814	0.2957114258
2815	0.2956657031
2816	0.2956549219
2817	0.2955907812
2818	0.295534668
2819	0.2954635547
2820	0.2954133594
2821	0.2953467969
2822	0.2953136328
2823	0.2952503711
2824	0.2951910156
2825	0.2951596484
2826	0.2951102539
2827	0.295071582
2828	0.295014375
2829	0.2949756641
2830	0.2949364453
2831	0.2948846289
2832	0.2948487695
2833	0.294800918
2834	0.294757793
2835	0.2947146875
2836	0.2946797656
2837	0.2946148242
2838	0.2945792383
2839	0.2944963086
2840	0.2944228906
2841	0.2943858594
2842	0.2942989844
2843	0.2942645703
2844	0.294178418
2845	0.2941383008
2846	0.2941200781
2847	0.2940896484
2848	0.2940492578
2849	0.2939922656
2850	0.2939639063
2851	0.293905625
2852	0.2938577734
2853	0.2937982031
2854	0.2937664453
2855	0.2937244531
2856	0.2936827148
2857	0.2936262305
2858	0.2935961523
2859	0.2935439258
2860	0.293456543
2861	0.2934032617
2862	0.2933711133
2863	0.2933194141
2864	0.2932802344
2865	0.2932150586
2866	0.2931731641
2867	0.2931175586
2868	0.2930546484
2869	0.2929718945
2870	0.2929335352
2871	0.2928934766
2872	0.2928639844
2873	0.2927967188
2874	0.2927530664
2875	0.2927192188
2876	0.2926760937
2877	0.2925913086
2878	0.2925232227
2879	0.2924763086
2880	0.2923901758
2881	0.2923660547
2882	0.2923007812
2883	0.2922491016
2884	0.2921892969
2885	0.2921323633
2886	0.2920980664
2887	0.2920702344
2888	0.2920249414
2889	0.2919693359
2890	0.291908125
2891	0.291869375
2892	0.2918100195
2893	0.2917698047
2894	0.2917052539
2895	0.2916264063
2896	0.2915755469
2897	0.2915354883
2898	0.2915100586
2899	0.2914354297
2900	0.2913717188
2901	0.2913286523
2902	0.2912883398
2903	0.2912275781
2904	0.2911570117
2905	0.2910833398
2906	0.2910403711
2907	0.2909950195
2908	0.2909389648
2909	0.2908877734
2910	0.2908401172
2911	0.29077375
2912	0.2906905469
2913	0.2906083398
2914	0.2905866211
2915	0.2905541211
2916	0.2905146289
2917	0.2904604883
