iter	MultiClass
154	0.5217767187
155	0.5215945312
156	0.521470625
157	0.5210141797
158	0.5207575781
159	0.5203403516
160	0.5200078516
161	0.519864375
162	0.5197939844
163	0.5195414063
164	0.5192779687
165	0.5190980859
166	0.5188101563
167	0.5185598437
168	0.5183510156
169	0.5181818359
170	0.5179025391
171	0.5177619141
172	0.5175350391
173	0.5173546484
174	0.5170621094
175	0.5167140234
176	0.5164902344
177	0.5161274609
178	0.5159649609
179	0.5158532812
180	0.5157056641
181	0.5155559766
182	0.5152078906
183	0.515001875
184	0.5146992188
185	0.5145779297
186	0.5144702734
187	0.5142614063
188	0.5140342187
189	0.5138519141
190	0.5135887109
191	0.5131847656
192	0.5128015234
193	0.5125762109
194	0.51245875
195	0.5123416797
196	0.5121115234
197	0.5119916016
198	0.5118089062
199	0.5116369141
200	0.5115748828
201	0.5113382422
202	0.5111837109
203	0.5110671094
204	0.5109426172
205	0.5107624609
206	0.5104944141
207	0.5103132422
208	0.5100224219
209	0.5099107031
210	0.5097642969
211	0.5094323047
212	0.5093282031
213	0.5091109375
214	0.5089400781
215	0.5087404688
216	0.5086117187
217	0.508465625
218	0.5084114844
219	0.5081972656
220	0.5078621094
221	0.5077474609
222	0.5075727734
223	0.5073516406
224	0.5071163672
225	0.5070554687
226	0.5066598437
227	0.5063737891
228	0.5062412891
229	0.5061614062
230	0.5060460547
231	0.5059810547
232	0.5058178516
233	0.5056070703
234	0.5052521094
235	0.5051510547
236	0.5050166797
237	0.5046885547
238	0.5042833594
239	0.5040003516
240	0.503833125
241	0.5036772656
242	0.503545
243	0.5033011719
244	0.5031433984
245	0.5029936719
246	0.5026401172
247	0.5025317969
248	0.5023357422
249	0.5022517187
250	0.5019712109
251	0.5017813672
252	0.5016488672
253	0.50150375
254	0.5013560938
255	0.5011523437
256	0.5010174219
257	0.5008533984
258	0.5007471875
259	0.500531875
260	0.5003646484
261	0.5001774609
262	0.4999405469
263	0.4998504687
264	0.4996658594
265	0.4995315625
266	0.4991603516
267	0.4990773438
268	0.4989126562
269	0.4987610547
270	0.4986739844
271	0.4985763281
272	0.4983745703
273	0.498246875
274	0.4980954297
275	0.4979929687
276	0.4977179688
277	0.4976196875
278	0.4974440234
279	0.49719125
280	0.4970677344
281	0.4968686328
282	0.4966195313
283	0.4965242578
284	0.4963948047
285	0.4962532422
286	0.4961537109
287	0.4959815234
288	0.4958746094
289	0.4956701953
290	0.4955846875
291	0.4954539453
292	0.4953890234
293	0.4952785937
294	0.495149375
295	0.4950461328
296	0.4949148828
297	0.4948780469
298	0.4947177344
299	0.4946357422
300	0.4942972656
301	0.4941824609
302	0.4940371875
303	0.4938594922
304	0.4937322266
305	0.4935917969
306	0.4933772656
307	0.4931944141
308	0.4929760547
309	0.4927868359
310	0.4927123828
311	0.4926340234
312	0.4925230078
313	0.4924621875
314	0.4922421094
315	0.4921098047
316	0.4920380859
317	0.4919597266
318	0.4917794531
319	0.4916948828
320	0.4915725781
321	0.4914236328
322	0.4912041406
323	0.4911558594
324	0.4910836328
325	0.4910196484
326	0.4908942187
327	0.4906725391
328	0.4904653906
329	0.49031625
330	0.49023875
331	0.4901029297
332	0.4899700781
333	0.4898657422
334	0.4897840234
335	0.4897055469
336	0.4893376953
337	0.4892455859
338	0.4890855469
339	0.4890287109
340	0.4887825391
341	0.4886980859
342	0.4885754688
343	0.4882788672
344	0.4880782031
345	0.4878730078
346	0.4877290234
347	0.4875845703
348	0.4874340625
349	0.4873094531
350	0.4872278516
351	0.4870892187
352	0.4869796875
353	0.48685625
354	0.4867044922
355	0.4866426953
356	0.4866112891
357	0.4864924219
358	0.4863647656
359	0.4862171484
360	0.4861232422
361	0.485855625
362	0.4857714062
363	0.4855750391
364	0.4853211328
365	0.4851530078
366	0.4850632422
367	0.4848104297
368	0.4847509375
369	0.4846778125
370	0.4845961719
371	0.48439125
372	0.4843574609
373	0.4842759766
374	0.4841924219
375	0.4841034375
376	0.4840275781
377	0.4838304688
378	0.4835850781
379	0.4834755078
380	0.4834146875
381	0.48335125
382	0.4832896875
383	0.4831930469
384	0.4831432422
385	0.4829819141
386	0.4828062891
387	0.4827260937
388	0.482379375
389	0.48229125
390	0.48207875
391	0.4819763672
392	0.4819012891
393	0.4818062109
394	0.4816869141
395	0.4815683984
396	0.4813934766
397	0.4813185547
398	0.4811605859
399	0.4811106641
400	0.4810328906
401	0.4807722656
402	0.4806355078
403	0.4805521094
404	0.4804267969
405	0.4801720313
406	0.4798150781
407	0.4796950391
408	0.4796253516
409	0.4795798047
410	0.4793198437
411	0.4792298828
412	0.4791604688
413	0.4789115234
414	0.4786850391
415	0.4785982812
416	0.4785091406
417	0.4783427344
418	0.4781279297
419	0.4779967969
420	0.4779202734
421	0.4778189063
422	0.4775839844
423	0.4774355469
424	0.4773375781
425	0.4771211328
426	0.4769504297
427	0.4768112109
428	0.4767061719
429	0.4765963281
430	0.4765144922
431	0.4764373828
432	0.4762321875
433	0.4761182812
434	0.4759861328
435	0.47590375
436	0.4758153906
437	0.4756705078
438	0.4755553125
439	0.4752528125
440	0.4751908984
441	0.4751180078
442	0.4750601172
443	0.4748551563
444	0.4746011328
445	0.474469375
446	0.4742878516
447	0.4741369141
448	0.4739513281
449	0.4738714844
450	0.4737625391
451	0.4736947656
452	0.4735405078
453	0.4734128906
454	0.4733607422
455	0.4730759375
456	0.4729871484
457	0.4728163281
458	0.4727035937
459	0.4726447656
460	0.4725920703
461	0.4723209375
462	0.4721477734
463	0.4721030469
464	0.471918125
465	0.4718528125
466	0.4717587109
467	0.4716811719
468	0.4715076172
469	0.471431875
470	0.4712634766
471	0.4712025781
472	0.4711401562
473	0.4708839844
474	0.4707960937
475	0.4706976172
476	0.4705932031
477	0.4703814063
478	0.4703178125
479	0.4701667187
480	0.4700312109
481	0.4699526953
482	0.4698425781
483	0.4696159375
484	0.4694950391
485	0.4693994922
486	0.4693072266
487	0.4692157422
488	0.4690816797
489	0.4689336719
490	0.4687280859
491	0.4685249609
492	0.4682652344
493	0.4681862109
494	0.4680689453
495	0.4679946875
496	0.4678690625
497	0.4678224609
498	0.4677290234
499	0.4675819141
500	0.4674428125
501	0.4672751562
502	0.4671822266
503	0.4670689063
504	0.4669423437
505	0.4668112109
506	0.4667246484
507	0.4665790234
508	0.4665153906
509	0.4664020313
510	0.4662655859
511	0.4662148828
512	0.4661635937
513	0.4661134766
514	0.4658648437
515	0.4656621484
516	0.465590625
517	0.4654770313
518	0.4653516406
519	0.4652949219
520	0.4651290234
521	0.4649553516
522	0.4648423828
523	0.4647375
524	0.4646313281
525	0.4645745312
526	0.4644342578
527	0.4643648828
528	0.4641607031
529	0.4638945313
530	0.4637894531
531	0.4636360156
532	0.4635161328
533	0.4634234766
534	0.4632095312
535	0.4630531641
536	0.4629272656
537	0.462865625
538	0.4627589844
539	0.4626671875
540	0.4624967187
541	0.4623329297
542	0.4622750781
543	0.4621644141
544	0.4620481641
545	0.4619612109
546	0.4619148438
547	0.4618373828
548	0.4618115234
549	0.4617457812
550	0.4616744922
551	0.4615910547
552	0.4614594141
553	0.4613381641
554	0.4612149609
555	0.4611205859
556	0.4610496875
557	0.4608952734
558	0.4608308594
559	0.4606926562
560	0.4605247266
561	0.4604078906
562	0.4603529297
563	0.4602679687
564	0.4601116406
565	0.4598123828
566	0.4597354297
567	0.4596347656
568	0.4595767188
569	0.4594891016
570	0.4593344141
571	0.4592225
572	0.4591443359
573	0.4589442188
574	0.4588384375
575	0.4588146094
576	0.4587025781
577	0.458579375
578	0.4584871484
579	0.4583190234
580	0.4581408203
581	0.4580119922
582	0.457900625
583	0.4577996875
584	0.4576976562
585	0.4575607422
586	0.4574807422
587	0.4574455859
588	0.4573704687
589	0.4571755078
590	0.4571114063
591	0.4570479297
592	0.4569353516
593	0.4567887891
594	0.4566851563
595	0.4565627734
596	0.4564438672
597	0.4563639844
598	0.4562537109
599	0.4561242969
600	0.4559254297
601	0.4556704297
602	0.4556057422
603	0.4554634375
604	0.4553526172
605	0.4553140234
606	0.4551352344
607	0.4549263281
608	0.4547433984
609	0.4546759375
610	0.4545996484
611	0.4545561719
612	0.4544776953
613	0.4542717187
614	0.4542163281
615	0.4540866797
616	0.4539725391
617	0.4538714453
618	0.4536794531
619	0.4535538281
620	0.4533902734
621	0.4532477734
622	0.4531801172
623	0.4530691797
624	0.4530235156
625	0.4529554297
626	0.4528675781
627	0.4527973047
628	0.452721875
629	0.4526624219
630	0.4526023047
631	0.4525005469
632	0.4522888281
633	0.4521025
634	0.4520618359
635	0.4519289062
636	0.4518355469
637	0.4517419531
638	0.4516629297
639	0.4515567969
640	0.451485625
641	0.4514384375
642	0.4512567578
643	0.4511866406
644	0.4510660938
645	0.4509553516
646	0.4508958203
647	0.4507901953
648	0.45073
649	0.4506076172
650	0.4505030469
651	0.4504030859
652	0.4502889453
653	0.4501852734
654	0.4501325391
655	0.4500437109
656	0.4499767969
657	0.4498428125
658	0.4496648437
659	0.4495694922
660	0.4495062891
661	0.4493896875
662	0.4493400391
663	0.4492201172
664	0.4491239062
665	0.4490179297
666	0.4489676563
667	0.4488304297
668	0.4487625391
669	0.4487064844
670	0.4485967578
671	0.4485122266
672	0.4483959766
673	0.4483285938
674	0.4481863672
675	0.4480895313
676	0.4480212109
677	0.4479453125
678	0.4478751172
679	0.4477890234
680	0.447723125
681	0.4476219922
682	0.4475703906
683	0.447494375
684	0.4472662891
685	0.4471942578
686	0.4471041406
687	0.4470432812
688	0.4469428125
689	0.4468530078
690	0.4466776172
691	0.4465881641
692	0.4465255078
693	0.4464651953
694	0.4464400781
695	0.4463585547
696	0.4462031641
697	0.4460981641
698	0.4459295313
699	0.4458221094
700	0.4457558203
701	0.4456493359
702	0.4455440625
703	0.4454264844
704	0.4453467187
705	0.4451916016
706	0.4450563281
707	0.4449089453
708	0.444706875
709	0.4446692187
710	0.4446283594
711	0.444543125
712	0.4444303516
713	0.4443519922
714	0.4442582031
715	0.4442058594
716	0.4441533984
717	0.4440807813
718	0.4439659375
719	0.44386375
720	0.4437996875
721	0.4436998828
722	0.4436264062
723	0.4434680078
724	0.4433971875
725	0.4432215625
726	0.4430733594
727	0.4429826562
728	0.442930625
729	0.4427890234
730	0.4427344531
731	0.4426223047
732	0.4425426562
733	0.4424873437
734	0.4424074219
735	0.4422973828
736	0.4421668359
737	0.4420033984
738	0.4418509375
739	0.4417360547
740	0.4416508984
741	0.4414339453
742	0.4413947656
743	0.4412401953
744	0.4411488672
745	0.4410868359
746	0.4410179297
747	0.4409091797
748	0.4408010547
749	0.4406014453
750	0.4405255469
751	0.4404305859
752	0.4403462109
753	0.4402642578
754	0.4401710547
755	0.4400942969
756	0.4400283984
757	0.4399439453
758	0.4399126953
759	0.4398402344
760	0.439775
761	0.4396860156
762	0.4395476562
763	0.4394716016
764	0.4391894922
765	0.4391106641
766	0.4389919141
767	0.4388966406
768	0.4388226172
769	0.4387555469
770	0.4386647266
771	0.4385822656
772	0.4385260156
773	0.4384235156
774	0.43829625
775	0.4382123828
776	0.4380779687
777	0.4379268359
778	0.4378115625
779	0.4377095313
780	0.4376493359
781	0.4375800391
782	0.4374196484
783	0.4373154687
784	0.4372458984
785	0.4371649609
786	0.4370245703
787	0.4369655078
788	0.4368472656
789	0.4367460156
790	0.4366872266
791	0.4366033203
792	0.4364998438
793	0.4363075391
794	0.4362237109
795	0.4361506641
796	0.4360102734
797	0.4359523828
798	0.4358632031
799	0.4357859766
800	0.4356520703
801	0.4355817969
802	0.4354885547
803	0.4354299219
804	0.4353667187
805	0.4352997266
806	0.4352373438
807	0.4351263672
808	0.4350180859
809	0.4349464844
810	0.4348798828
811	0.4348189844
812	0.4346627734
813	0.4346010938
814	0.4345272656
815	0.4344676172
816	0.4343976172
817	0.4343405078
818	0.4342917969
819	0.4342153516
820	0.4341401563
821	0.4340205078
822	0.4339256641
823	0.4336735156
824	0.4335629297
825	0.4334883203
826	0.4333923828
827	0.4331825
828	0.4331252734
829	0.4330558984
830	0.4329915234
831	0.4328360547
832	0.4327323438
833	0.4326141406
834	0.4324992578
835	0.4324153125
836	0.4323180469
837	0.4321905078
838	0.4320644141
839	0.4319654688
840	0.4319056641
841	0.4318307422
842	0.4317280469
843	0.4316379687
844	0.4315409375
845	0.4315005078
846	0.4314017187
847	0.4312138281
848	0.4310904297
849	0.4310445703
850	0.430949375
851	0.4307613281
852	0.4306793359
853	0.4306298047
854	0.4305369141
855	0.4304893359
856	0.4302057031
857	0.4301435937
858	0.4300643359
859	0.4299542188
860	0.429794375
861	0.4296541016
862	0.4295935547
863	0.4295112109
864	0.4294498438
865	0.4294042188
866	0.4293047656
867	0.4292321484
868	0.4291623828
869	0.4290505469
870	0.4290067969
871	0.4288792188
872	0.4287694922
873	0.4286919922
874	0.4286025
875	0.4284898047
876	0.4284058984
877	0.4283541406
878	0.4282180469
879	0.4281352734
880	0.4279903516
881	0.4279087109
882	0.4277596484
883	0.4277251953
884	0.4276576172
885	0.4275896875
886	0.4274766016
887	0.4274046484
888	0.4272799609
889	0.4272122656
890	0.4271273047
891	0.4270342188
892	0.4269004687
893	0.426831875
894	0.4266321484
895	0.4265334375
896	0.4264000781
897	0.4262996094
898	0.4262581641
899	0.4262107031
900	0.4261230078
901	0.4260470703
902	0.4260016016
903	0.4259089844
904	0.4258160156
905	0.4257674609
906	0.4256776562
907	0.4255917188
908	0.4255028125
909	0.4254192187
910	0.4253435938
911	0.4252721484
912	0.4252202734
913	0.4251044531
914	0.4250280859
915	0.4249646484
916	0.4249116016
917	0.4248523828
918	0.4247621875
919	0.4246252734
920	0.4245488281
921	0.4243960937
922	0.4243686719
923	0.4243043359
924	0.4242148438
925	0.4241451172
926	0.4240339844
927	0.4238928125
928	0.4237741797
929	0.4236796875
930	0.4235727734
931	0.4234911719
932	0.4234067578
933	0.4233794141
934	0.4232923828
935	0.4231999219
936	0.4230786328
937	0.4229892578
938	0.4229344922
939	0.4227686328
940	0.4227171094
941	0.4226423828
942	0.4225246875
943	0.4224248438
944	0.4223590625
945	0.4223001563
946	0.4222161719
947	0.4221616797
948	0.4220932813
949	0.4220301953
950	0.4218174219
951	0.4217472656
952	0.4217019922
953	0.4216687109
954	0.4215721484
955	0.4214158594
956	0.4213192969
957	0.4212525781
958	0.4211500781
959	0.4210644922
960	0.4209798828
961	0.4209079688
962	0.4208016016
963	0.4207214062
964	0.4206746094
965	0.4205910156
966	0.4204353906
967	0.4203873437
968	0.4202978516
969	0.4200826953
970	0.4199872656
971	0.4198787891
972	0.4197769531
973	0.4197377344
974	0.4196183594
975	0.4194830469
976	0.4191959766
977	0.4191398047
978	0.419025
979	0.4189834766
980	0.4189061328
981	0.4188385937
982	0.4187013281
983	0.4186545313
984	0.4185775
985	0.4184781641
986	0.4184172266
987	0.4183130859
988	0.4182596875
989	0.4181443359
990	0.4180345313
991	0.4179252734
992	0.4178315234
993	0.4177874219
994	0.4177134766
995	0.4176089063
996	0.4175219922
997	0.4174614453
998	0.4173754687
999	0.4173031641
1000	0.4172316406
1001	0.4172066016
1002	0.4170935937
1003	0.4170141797
1004	0.4168951172
1005	0.4168164062
1006	0.4167504687
1007	0.4166841797
1008	0.4166160938
1009	0.4165489844
1010	0.4164148047
1011	0.4163073828
1012	0.4162010937
1013	0.4160440234
1014	0.4159471875
1015	0.4158868359
1016	0.4158436719
1017	0.4157596875
1018	0.4156796875
1019	0.4155883203
1020	0.4155235547
1021	0.4154505859
1022	0.4154093359
1023	0.4153373828
1024	0.4152316016
1025	0.4151635938
1026	0.4150413281
1027	0.4149767578
1028	0.4149060937
1029	0.4147738281
1030	0.4145810547
1031	0.4145031641
1032	0.4143052344
1033	0.4142502344
1034	0.4141838672
1035	0.4140899609
1036	0.41399125
1037	0.4139114063
1038	0.413859375
1039	0.4137490234
1040	0.4136501172
1041	0.4135417969
1042	0.4135071484
1043	0.4133930469
1044	0.4133284766
1045	0.4132672266
1046	0.4132176172
1047	0.4131633984
1048	0.4130446875
1049	0.4129351953
1050	0.412871875
1051	0.41281375
1052	0.4127508203
1053	0.4127049609
1054	0.4125594141
1055	0.4124125781
1056	0.4123130469
1057	0.4122005859
1058	0.4121500391
1059	0.4120641797
1060	0.4119576172
1061	0.4118162891
1062	0.4117710937
1063	0.4116734766
1064	0.4116200391
1065	0.4115735938
1066	0.4114821875
1067	0.4113808203
1068	0.4113220312
1069	0.411255625
1070	0.4111872656
1071	0.4111040625
1072	0.4109269922
1073	0.4108903516
1074	0.4108116797
1075	0.4107340625
1076	0.4106596484
1077	0.410625625
1078	0.4105230859
1079	0.4104165234
1080	0.4103333594
1081	0.4102688281
1082	0.4102297266
1083	0.4102061328
1084	0.41015
1085	0.4100466406
1086	0.4099610156
1087	0.4098230859
1088	0.4097598828
1089	0.4097205859
1090	0.4096528125
1091	0.4095890234
1092	0.4095409766
1093	0.4093233594
1094	0.4092191406
1095	0.4091475781
1096	0.4090610156
1097	0.4089378125
1098	0.4088533203
1099	0.4087353516
1100	0.4085807031
1101	0.4085317578
1102	0.4084858984
1103	0.4084224609
1104	0.4083614844
1105	0.4082858203
1106	0.408158125
1107	0.4080644531
1108	0.4079762891
1109	0.4078839453
1110	0.4078475391
1111	0.4077512891
1112	0.4076758203
1113	0.4075622656
1114	0.4073839453
1115	0.4072262109
1116	0.4071769922
1117	0.4070957031
1118	0.4069493359
1119	0.4069300391
1120	0.4068296094
1121	0.4067672266
1122	0.4066312891
1123	0.4065592188
1124	0.4064617969
1125	0.40637875
1126	0.4063358203
1127	0.4062277344
1128	0.4061844141
1129	0.4061240625
1130	0.4060146094
1131	0.4059480859
1132	0.4058667969
1133	0.4058025
1134	0.4057052344
1135	0.4055260547
1136	0.4054577734
1137	0.4053631641
1138	0.4053279687
1139	0.4051933984
1140	0.4051067969
1141	0.4050102344
1142	0.4048453906
1143	0.4047875391
1144	0.404734375
1145	0.4046723828
1146	0.4045802734
1147	0.4045115234
1148	0.4044262891
1149	0.4043238672
1150	0.4042446875
1151	0.4042107812
1152	0.4041430469
1153	0.4040535547
1154	0.4039777344
1155	0.4039133594
1156	0.4037846094
1157	0.4036998047
1158	0.4036097266
1159	0.4035932812
1160	0.4035505078
1161	0.4034619141
1162	0.4033316797
1163	0.4032969531
1164	0.4032658594
1165	0.4032166016
1166	0.4031351172
1167	0.4030264063
1168	0.4029640625
1169	0.4028183594
1170	0.4027314844
1171	0.4026332031
1172	0.4025562891
1173	0.4025024219
1174	0.4024412891
1175	0.4023849609
1176	0.4023145312
1177	0.4022738672
1178	0.4021999609
1179	0.4021257031
1180	0.4020591406
1181	0.4020413281
1182	0.4019394531
1183	0.4018845313
1184	0.4018424609
1185	0.4017796484
1186	0.4017180469
1187	0.4016741797
1188	0.4015217187
1189	0.4014479687
1190	0.4013862891
1191	0.4013371094
1192	0.4012423828
1193	0.4011457031
1194	0.4010445703
1195	0.4009976563
1196	0.4009038281
1197	0.4008573047
1198	0.4007075781
1199	0.4006583984
1200	0.4005631641
1201	0.4004770313
1202	0.4003019922
1203	0.4002225
1204	0.4001288281
1205	0.4000910156
1206	0.3999861719
1207	0.3999523437
1208	0.3999047656
1209	0.3997671484
1210	0.3996957422
1211	0.3996325781
1212	0.3995611328
1213	0.3994403516
1214	0.3993389844
1215	0.3992185156
1216	0.3991684375
1217	0.3990458594
1218	0.39900375
1219	0.3989619531
1220	0.3988064844
1221	0.3987178906
1222	0.3986626563
1223	0.3986194141
1224	0.3985378516
1225	0.3985001172
1226	0.3984135156
1227	0.3983585547
1228	0.3982875391
1229	0.3981429297
1230	0.3980300391
1231	0.3978992969
1232	0.3978555078
1233	0.3978201563
1234	0.397711875
1235	0.3975357422
1236	0.3975049219
1237	0.3973700391
1238	0.3973025781
1239	0.3971866016
1240	0.3970964062
1241	0.3970257812
1242	0.3969449219
1243	0.3968749609
1244	0.39680875
1245	0.3967640234
1246	0.3966444922
1247	0.3965632031
1248	0.3965200781
1249	0.3964582422
1250	0.3964183594
1251	0.3963455469
1252	0.3962648828
1253	0.3961704297
1254	0.3960947266
1255	0.3960253906
1256	0.3959873828
1257	0.3959081641
1258	0.3956923828
1259	0.3954653906
1260	0.3954275391
1261	0.3953582031
1262	0.3953112109
1263	0.3952650781
1264	0.3951826953
1265	0.395124375
1266	0.3950482422
1267	0.3949172656
1268	0.3948228906
1269	0.3947469922
1270	0.3946466797
1271	0.3945933984
1272	0.3945429297
1273	0.3944994531
1274	0.3943862891
1275	0.3943033594
1276	0.3942412891
1277	0.3941910937
1278	0.3941475391
1279	0.3940913281
1280	0.3940285937
1281	0.3939575391
1282	0.3938696094
1283	0.3938107813
1284	0.3937179297
1285	0.393649375
1286	0.3935834766
1287	0.3935182031
1288	0.3934717969
1289	0.3934297266
1290	0.3933741016
1291	0.3932844922
1292	0.3932182031
1293	0.3931619531
1294	0.3931371094
1295	0.3930711719
1296	0.3929750391
1297	0.392920625
1298	0.3928452734
1299	0.3927302734
1300	0.3926626563
1301	0.3926016797
1302	0.3925510938
1303	0.3924830469
1304	0.3924019141
1305	0.3923347656
1306	0.3922962109
1307	0.3922737109
1308	0.392225
1309	0.3921236719
1310	0.3920782422
1311	0.3920145313
1312	0.3919383594
1313	0.3919199609
1314	0.3918647656
1315	0.3917061328
1316	0.3916281641
1317	0.3915475
1318	0.3914695313
1319	0.3914388281
1320	0.3913392187
1321	0.3912424219
1322	0.3911686328
1323	0.3910612109
1324	0.3910116797
1325	0.3909274219
1326	0.3908897656
1327	0.3908583594
1328	0.3907962109
1329	0.3907394141
1330	0.3906483203
1331	0.3905448437
1332	0.3904689063
1333	0.3903942969
1334	0.3903191406
1335	0.3902416016
1336	0.3901357812
1337	0.3899600391
1338	0.3899334766
1339	0.3899057813
1340	0.3898556641
1341	0.3897983203
1342	0.3897517578
1343	0.3896582422
1344	0.3895863281
1345	0.3895272266
1346	0.3894787891
1347	0.3893423828
1348	0.3892875781
1349	0.3891985547
1350	0.3891377344
1351	0.3890682422
1352	0.3889475781
1353	0.3889054687
1354	0.3888289062
1355	0.3887197266
1356	0.3885982031
1357	0.3885130859
1358	0.3884505469
1359	0.3883417188
1360	0.3882911719
1361	0.3882438672
1362	0.38816625
1363	0.3881135156
1364	0.3880407031
1365	0.3879685937
1366	0.3878893359
1367	0.3878256641
1368	0.3877774609
1369	0.3876683594
1370	0.3876248828
1371	0.3875256641
1372	0.3874469531
1373	0.3873915234
1374	0.3873245312
1375	0.3872608203
1376	0.3871704687
1377	0.3870983594
1378	0.3870204297
1379	0.3869488672
1380	0.3868633594
1381	0.3867436328
1382	0.3866905078
1383	0.3866235156
1384	0.3865176172
1385	0.3864175781
1386	0.3863116406
1387	0.3862071484
1388	0.3860982813
1389	0.3859659766
1390	0.3859259766
1391	0.3858449219
1392	0.3857644531
1393	0.3856766797
1394	0.3856332422
1395	0.3855926953
1396	0.3854276953
1397	0.3853180469
1398	0.3851778516
1399	0.3851453125
1400	0.385068125
1401	0.3849905469
1402	0.3849253906
1403	0.3848795703
1404	0.3848363281
1405	0.384790625
1406	0.3847234766
1407	0.3846249609
1408	0.3846017969
1409	0.3845669922
1410	0.3844353125
1411	0.3843263281
1412	0.3842622266
1413	0.3842360547
1414	0.3841511719
1415	0.3840729297
1416	0.3840233984
1417	0.3839007422
1418	0.3838157422
1419	0.3837738672
1420	0.3836213281
1421	0.3835419922
1422	0.3834780469
1423	0.3834155859
1424	0.38336375
1425	0.3832944141
1426	0.3832395312
1427	0.3831769141
1428	0.3831184766
1429	0.3830425
1430	0.3829295313
1431	0.3828319141
1432	0.3827430078
1433	0.3827066797
1434	0.3826484375
1435	0.3825565625
1436	0.3824533203
1437	0.3823677734
1438	0.3822891406
1439	0.38224375
1440	0.3820744141
1441	0.3819918359
1442	0.3819050391
1443	0.3818329688
1444	0.3817892187
1445	0.3817190625
1446	0.381673125
1447	0.3816158984
1448	0.3815286719
1449	0.3814804297
1450	0.3813760156
1451	0.3813267578
1452	0.3812398828
1453	0.3812040625
1454	0.3811697266
1455	0.3810608594
1456	0.3809382813
1457	0.3808362891
1458	0.3807519141
1459	0.3806365625
1460	0.3805508203
1461	0.3804655078
1462	0.3803934766
1463	0.3803262891
1464	0.3802775
1465	0.3802030078
1466	0.3801306641
1467	0.3800844531
1468	0.3800220703
1469	0.37986
1470	0.3798066406
1471	0.3797629297
1472	0.3797228516
1473	0.3796269141
1474	0.3795108594
1475	0.3794441016
1476	0.3793916406
1477	0.3793410156
1478	0.3792220703
1479	0.3791724219
1480	0.3790905078
1481	0.3789891406
1482	0.3788696484
1483	0.3788107031
1484	0.3787518359
1485	0.3786829688
1486	0.3785889844
1487	0.3784913672
1488	0.3783952734
1489	0.3783289453
1490	0.3782512891
1491	0.3781581641
1492	0.37807125
1493	0.3780309375
1494	0.377985
1495	0.3779141016
1496	0.3778267188
1497	0.3777631641
1498	0.3776780469
1499	0.3776142969
1500	0.3775519531
1501	0.3774756641
1502	0.3774004687
1503	0.3773310547
1504	0.3772654297
1505	0.3771822266
1506	0.3770750391
1507	0.3770455078
